time_point	fvfm
zt0_1	0.490740740740741
zt4_1	0.511428571428571
zt8_1	0.559718969555035
zt12_1	0.452898550724638
zt16_1	0.461538461538462
zt20_1	0.484210526315789
zt0_2	0.485804416403785
zt4_2	0.525745257452574
zt8_2	0.562189054726368
zt12_2	0.458620689655172
zt16_2	0.480968858131488
zt20_2	0.484641638225256
zt0_3	0.524193548387097
zt4_3	0.554878048780488
zt8_3	0.577371048252912
zt12_3	0.466911764705882
zt16_3	0.482269503546099
zt20_3	0.513888888888889
