time_point	fvfm
zt0_1	0.58421052631579
zt4_1	0.603053435114504
zt8_1	0.606516290726817
zt12_1	0.581993569131833
zt16_1	0.572327044025157
zt20_1	0.575079872204473
zt0_2	0.587378640776699
zt4_2	0.610972568578554
zt8_2	0.609195402298851
zt12_2	0.56875
zt16_2	0.561290322580645
zt20_2	0.56891495601173
zt0_3	0.587131367292225
zt4_3	0.596730245231608
zt8_3	0.611246943765281
zt12_3	0.590778097982709
zt16_3	0.576923076923077
zt20_3	0.571865443425076
