ZT0_1	ZT0_2	ZT0_3	ZT3_1	ZT3_2	ZT3_3	ZT6_1	ZT6_2	ZT6_3	ZT9_1	ZT9_2	ZT9_3	ZT12_1	ZT12_2	ZT12_3	ZT15_1	ZT15_2	ZT15_3	ZT18_1	ZT18_2	ZT18_3	ZT21_1	ZT21_2	ZT21_3
ostta01g06170	7.649969	7.730406	7.810842	8.367095	8.367095	8.367095	6.433426	5.672354	5.753395	4.439174	4.152305	4.213599	4.898927	4.813127	4.406587	6.506062	5.951818	6.026153	7.038039	6.647866	6.842952	7.55297	7.55297	7.55297
ostta01g06190	7.371925693	6.960179342	6.844718089	7.963177219	7.793690859	7.788404952	7.729424159	7.844108773	7.979973381	7.581253181	7.706100607	7.756426599	7.442782241	7.488055122	7.467344836	7.280007672	6.981350875	7.131375495	7.11536609	6.411480481	6.432842281	7.28063674	6.65339522	6.793626607
ostta01g06200	8.399115	9.04659	9.62152	6.328628	6.767964	7.068384	6.313646	6.204745	6.34584	6.300103	6.256257	6.421092	6.832457	7.076427	6.630212	7.748173	8.25435	8.345577	8.084028	8.828427	8.910813	8.957561	9.397759	9.320488
ostta01g06210	5.450424	6.230104	6.650693	6.815942	7.238853	7.52855	7.455541	7.75371	7.691665	7.464179	8.059679	7.880418	7.819226	8.031818	8.09628	7.892038	8.247846	8.367071	7.983129	7.859092	8.367942	7.368265	7.761137	8.068264
ostta01g06220	6.801237	6.058175	6.152648	7.166465	7.423233	7.24803	7.692739	7.562707	7.592758	7.759107	7.702405	7.764851	7.89644	7.896875	7.875686	7.574534	7.401339	7.430624	6.788872	6.041081	6.282129	6.319219	4.489059	4.594624
ostta01g06240	8.189972	8.109853	8.149912	8.321833	8.0026	8.162217	6.353369	6.134504	6.169139	3.60725	3.195385	3.512768	4.544619	3.592603	3.526349	5.424891	4.635631	4.493039	7.079773	6.636549	6.592159	7.95953	7.680272	7.817608
ostta01g06250	8.269951444	8.04330438	8.150540875	7.946410911	7.77558914	8.098303522	7.892026004	7.853079435	7.719532138	7.870756071	7.87805353	7.796619854	8.041276146	7.953389516	7.942332545	7.936884693	7.875201116	7.969235303	7.199415354	7.10152781	7.16063355	6.808857332	6.703861171	6.718620918
ostta01g06270	7.51198	7.376519	7.471194	7.907037	7.926665	8.021845	8.042702	7.880081	7.981988	7.91606	7.87314	8.085395	7.76919	7.707005	7.762272	6.31737	5.675395	5.840043	4.932544	4.237618	4.226651	5.297998	4.246323	4.332785
ostta01g06280	7.317925678	7.850770553	7.307252477	6.848114026	6.897798242	6.404945545	8.317557233	9.110613916	9.006365074	8.406438178	9.04808209	9.246389586	7.341779802	7.324408708	7.538140231	6.550289076	6.791676749	6.045341425	7.014765462	6.665851119	6.52070245	7.073009079	6.995739991	6.805145842
ostta01g06290	8.470547475	8.123125389	8.475194516	8.437594796	8.085886537	8.386515562	8.236704366	8.011603767	7.384541915	8.274735509	8.217087874	7.432084783	8.253470938	8.115072066	8.841435946	8.4900028	8.35746375	8.502256859	7.95081563	8.431251789	8.689537562	7.280521714	8.467101031	8.882331361
ostta01g06310	7.028632	6.840606	6.758724	7.642088	7.349016	7.527116	7.478652	7.438221	7.894318	6.76534	6.202033	6.944498	4.242828	3.383749	3.040546	7.224051	7.417697	7.366532	8.388669	7.886984	7.964397	8.061084	7.986782	8.075795
ostta01g06320	5.473206	5.739456	4.774914	7.662901	7.384369	7.202303	8.270005	8.172398	8.061645	8.68472	8.387136	8.134729	8.434714	8.165208	8.328227	7.592989	7.293117	7.183818	7.385857	6.742243	6.662265	6.680946	6.194009	6.171551
ostta01g06330	6.062340244	5.097187723	4.880212331	7.2052169	7.053032403	6.856867217	8.466385187	8.364424989	8.372444621	8.947197219	8.616731539	8.616230499	8.158698456	7.722788135	8.023369512	7.178019257	6.890091553	6.808688712	7.394650042	6.8575841	6.883836507	6.945112716	6.36550513	6.226834966
ostta01g06360	7.372496	8.164102	8.783007	7.18857	7.400128	7.160213	7.310427	7.427667	8.308802	7.319217	7.664214	8.036323	7.309052	7.829447	7.375117	7.232261	7.836863	7.955232	8.065004	7.799934	7.558157	8.501515	7.907218	7.950702
ostta01g06370	8.438177	8.12426	8.261742	7.886182	7.653193	7.835419	7.002548	6.619915	6.540162	6.410591	6.237146	6.438622	6.292486	5.948284	6.027334	6.317374	6.352658	6.315558	6.81424	6.829429	6.752809	6.95306	6.962745	7.013824
ostta01g06380	6.245550933	6.245550933	6.245550933	5.856912358	5.856912358	5.856912358	5.468273783	5.468273783	5.468273783	8.252110962	8.252110962	8.252110962	7.63152303666667	7.63152303666667	7.63152303666667	7.01093511133333	7.01093511133333	7.01093511133333	6.390347186	6.390347186	6.390347186	6.081362982	6.081362982	6.081362982
ostta01g06390	7.671742	8.017264	8.180255	4.482393	4.512652	4.957318	4.260839	3.797176	3.793632	5.77014	5.380128	5.269003	7.106768	6.961458	7.154715	7.524921	8.02291	8.161226	7.946071	8.416524	8.338139	7.696245	8.108195	8.096774
ostta01g06410	3.22858	3.697391	4.335821	3.324963	2.983703	3.597562	8.340677	8.470734	8.356254	9.053457	9.157745	9.20119	8.586327	8.287724	8.467809	6.217088	5.615127	5.710557	4.603507	4.781295	4.711499	3.533112	3.614258	4.259998
ostta01g06420	6.804592616	7.394478064	7.57904912	3.620780068	4.093644062	4.155819964	4.098364553	3.650443636	3.788835534	5.197320003	4.949253174	5.054203543	6.429519539	6.513624502	6.340424016	7.754066182	8.076950847	8.099044467	8.195867235	8.682313415	8.51727954	7.875946852	8.52419474	8.700985177
ostta01g06430	7.986108	8.088399	8.079952	8.297102	8.342682	8.454036	6.974399	6.581927	6.634273	5.504462	5.285367	5.505444	5.751526	5.143601	4.683903	6.656086	6.272346	6.313094	6.682852	6.696304	6.643843	7.549321	7.668566	7.85877
ostta01g06440	6.490307948	6.659701331	6.644475269	7.688920472	7.528257498	7.302968137	7.876716492	8.019911072	8.271897718	8.085429724	8.232268308	8.183600302	7.862635886	8.148703774	8.23569135	7.454767422	7.485809959	7.537387554	7.385469886	7.008883657	7.083561297	7.232814588	6.493478096	6.204778024
ostta01g06450	5.61513	5.209245	4.788695	7.450647	7.471021	7.416594	7.586986	7.784333	7.899131	8.042766	7.974869	8.079255	8.16884	8.216825	8.286759	7.863022	7.893365	7.774082	7.786476	7.439689	7.643454	6.844988	6.292161	6.280259
ostta01g06460	7.6662813	7.975008204	8.03779971	7.417265474	7.477587975	7.764733165	7.016625386	7.361081453	7.433448906	7.12285498	7.392541271	7.458980148	7.441069164	7.630251291	7.570053476	7.497894753	7.543016394	7.538362396	7.852221233	7.562576757	7.687727437	7.936120347	7.928514404	7.986490653
ostta01g06465	7.8854	8.428214	9.045742	7.115546	7.016714	7.332794	7.449349	7.434455	7.241115	7.36936	7.735046	7.538758	7.929201	8.221682	8.163196	7.945892	7.954308	8.111338	7.920098	8.248629	8.302955	8.031747	8.391846	8.497534
ostta01g06470	8.22871	8.203995	8.327574	7.382138	8.856104	8.603811	6.467787	6.237624	6.543757	6.484036	6.464191	6.697661	7.10492	7.245568	7.146116	7.641246	7.787056	7.812802	7.544148	7.715706	7.862667	7.09159	7.446963	7.379506
ostta01g06490	7.715603466	7.398516743	7.518775966	7.734731403	7.358584252	7.320202788	7.11226846	7.407880265	7.311730158	7.11638329	6.843352743	6.654171326	7.574840663	7.066049659	6.904091309	8.007390068	7.942824117	7.783445477	8.326541969	7.888244001	7.968592298	8.571270053	8.179356384	7.8594831895
ostta01g06500	4.194283	3.541676	4.180196	7.869908	7.891622	8.037179	8.369648	8.326317	8.335257	8.38691	8.333935	8.485836	8.270447	7.820964	7.889837	6.647722	5.222525	5.173196	4.600431	3.749163	2.7221	4.462429	3.235596	3.164787
ostta01g06510	5.828527543	5.279747923	5.196436595	7.805324479	7.880593269	7.756684131	8.444610131	8.591363068	8.485964001	8.151268709	8.403736408	8.401738779	7.671860393	7.747064345	7.86577191	7.116066623	6.964651428	6.879205413	6.806142877	6.369035838	6.391670093	6.487945441	5.771165196	5.695989405
ostta01g06520	7.214807	7.523342	7.026943	7.184581	7.182794	5.827264	7.4829	7.649296	8.097522	7.659626	7.774099	8.272478	7.351127	7.354855	6.704686	7.196471	7.358783	6.882831	7.68332	7.281811	6.689141	8.095266	7.188158	6.74947
ostta01g06530	6.876588187	7.119138422	7.008093119	6.888888588	7.077948823	6.992194577	6.776336538	6.891126511	6.783019977	7.59983437	7.48824829	7.556620209	7.741463804	7.577685762	7.697550158	7.531827359	7.519403089	7.522439652	7.695109222	7.446753715	7.332868422	7.865265747	7.451658529	7.470735972
ostta01g06540	7.147955	6.644888	6.518993	7.571488	6.828749	6.667342	7.969016	8.007513	7.839597	7.710317	8.026536	8.058409	7.72692	7.769404	7.436071	7.875154	8.169754	8.384564	8.113293	8.064425	8.123253	7.892858	7.910497	7.844333
ostta01g06560	8.169982134	8.519854182	8.757144529	7.322227518	7.690761635	7.403390727	7.271182715	7.404212087	7.358788589	7.361156468	7.16553151	7.343365663	7.399792097	7.517643059	7.460130962	7.702909836	7.692000154	7.779648727	7.817110815	7.740459199	7.882884737	8.007047625	8.030679831	7.868424111
ostta01g06570	7.520373	8.091952	8.304435	7.089622	7.326222	7.499197	7.167288	7.195797	7.292149	7.266285	7.116041	7.24342	7.319169	7.42813	7.110691	7.65596	7.707264	7.802558	7.82474	8.251908	8.194479	8.054062	8.126706	8.248824
ostta01g06580	5.34148	5.335551	6.113462	7.860226	6.787068	6.677167	8.715429	8.789619	9.016891	8.33146	8.552508	8.580199	7.220412	7.375521	7.487901	6.999405	7.069247	7.071546	6.924931	7.137916	7.04394	6.657598	6.552312	6.845647
ostta01g06600	6.295424635	6.631492617	6.05091886	7.150416698	7.352982393	7.166820613	7.553035288	7.490231448	7.786442292	7.667800036	7.961245644	8.288937744	7.67628514	8.093837015	7.898827203	7.734382334	7.831915207	7.98124209	8.234238676	8.140046368	8.14833748	8.222360571	8.219237364	8.228263393
ostta01g06620	5.884952385	5.572274755	5.325556645	6.802084216	6.608042454	6.747026775	6.971066378	6.661709186	6.919349358	6.80028854	6.462894843	6.903395179	6.962533824	6.887986593	6.822052702	7.67459323	7.499330389	7.6527451	7.91517059	7.74537283	7.706064977	7.87797859	7.658590008	7.708394822
ostta01g06630	7.260019	7.223226	7.177465	7.415569	7.276415	7.413805	7.435607	7.06914	7.278395	7.177497	6.730374	6.970326	6.659178	6.864145	6.766282	6.993196	7.008686	6.925759	7.497816	7.323302	7.296382	7.476434	7.155302	7.111361
ostta01g06640	7.159127	6.742097	6.62584	7.7512	7.413076	7.214857	7.758108	7.532717	7.317562	7.828164	7.783177	7.727498	7.818848	7.264498	7.123164	8.01645	7.844299	7.758137	8.414368	8.042401	8.198666	8.067759	7.638851	7.409447
ostta01g06650	8.683815	8.787939	9.103018	8.315332	8.225116	8.061138	7.843857	8.001734	8.212353	7.308389	7.524302	7.936546	7.161086	7.251316	6.726282	7.203586	7.439244	7.178949	7.904572	7.437889	7.573169	8.457681	8.483739	8.209716
ostta01g06660	7.416548207	7.178155496	7.043699297	7.984135001	7.625228371	7.628434705	7.650158338	7.806441652	7.857575649	7.257794487	7.476040772	7.675953814	7.048967487	6.840616591	7.129524813	6.781309381	7.048920481	7.098832206	7.330425281	7.325239187	7.262029433	8.119433827	7.842654384	7.875771255
ostta01g06670	6.491075	5.77411	5.6318	7.474189	6.972507	7.000036	7.66266	7.38665	7.416249	8.122447	8.180509	8.254798	8.511368	8.237766	8.418599	7.991844	7.518728	7.540753	7.629565	7.109688	6.971957	7.465171	7.25636	7.30869
ostta01g06680	7.101935706	6.865988901	6.624679842	7.412303168	7.460198984	7.4690296	7.275004837	7.364586884	7.396435961	7.303196774	7.33725724	7.306845003	7.820912415	7.937024778	7.976429222	7.588284599	7.398237997	7.43532033	7.736426464	7.390839352	7.4626678	7.686039898	7.416131946	7.386349551
ostta02g00020	8.933788	8.423686	8.878564	8.356538	8.412797	8.604026	7.541058	7.58917	7.498871	6.453778	6.619818	6.823543	6.194967	5.738071	5.305384	6.66364	6.538965	6.579091	7.74497	7.705681	7.654023	8.074775	8.276128	8.238934
ostta02g00030	8.400675764	8.435304879	8.4452855	8.055487164	8.271793138	8.499921467	7.664063131	7.361329201	7.549684065	6.762078466	6.723671807	7.255159427	6.473174065	6.209968071	5.598945274	6.868973574	6.615418092	6.256466978	7.404620492	7.384182048	7.16789557	7.786429486	8.747425326	8.763393835
ostta02g00040	7.887202	8.152762	7.860248	7.997824	7.972203	7.86059	7.96867	8.206366	8.28633	7.695728	7.665662	7.838327	7.561929	7.778817	7.713248	7.58607	7.799552	7.694827	8.018303	8.292982	8.384782	8.379684	8.812907	8.576361
ostta02g00050	7.66883	7.394071	7.764776	8.180608	7.645247	7.437473	8.379708	8.428813	8.471317	8.453317	8.237238	8.328843	7.346389	7.083539	6.974752	7.289634	6.900821	6.859048	7.401039	7.036225	7.143432	7.65924	7.225692	7.121484
ostta02g00080	7.854853749	8.203723885	8.685244983	6.712887122	7.182092952	7.599963868	7.057695008	8.2742732	8.328975163	6.984422826	7.668672357	7.230813988	6.483408166	6.169916398	6.246802895	7.125164416	6.595994077	6.533561885	7.371002657	7.371731432	7.28854357	7.149019145	7.768703188	8.007326553
ostta02g00093	6.803912476	6.693585996	6.602829737	7.826231554	7.20677142	7.170203397	7.688418442	7.641850569	7.738935855	7.287538008	7.239097361	7.380066738	7.211494221	7.240104609	7.183472319	7.261841796	7.476303085	7.453913772	7.748983119	7.741955325	7.858329881	7.987467021	7.789314584	7.922039371
ostta02g00100	0.7635215	0.4762372	0.6458443	2.887329	2.760445	2.823887	7.508092	7.395466	7.28284	9.298849	9.276586	9.254324	8.105533	8.105533	8.105533	7.465699	6.636065	6.701674	4.558755	4.475452	4.642057	2.825643	2.636369	2.447094
ostta02g00110	6.98861	6.85083	6.994221	7.579105	6.998098	6.799833	7.640851	7.510657	7.621306	7.297967	7.146559	7.338026	7.046723	6.953225	6.932282	7.242416	7.328008	7.226607	7.533315	7.352891	7.443739	7.389951	7.342784	7.306223
ostta02g00150	8.264453031	8.165781749	7.578544994	8.320159994	8.044300304	7.845968869	8.418087013	8.282002053	8.615913054	8.133075827	8.134466936	8.688043896	7.794669456	7.422802125	7.331341077	7.608907884	7.365901691	7.421010618	7.749902962	7.518242018	7.669182326	7.905174694	7.885746432	7.948866045
ostta02g00160	7.458088854	7.503088	7.493118732	7.877296992	7.969778496	7.557961347	7.613060734	7.637809143	7.724011204	7.634227498	7.770383108	7.586996493	7.816796588	7.648799414	7.619134961	7.490805102	7.628021411	7.229015859	7.931262766	7.922959856	7.953431299	8.095690349	8.150786573	7.992551983
ostta02g00190	6.084796791	5.976799906	5.799692343	6.702036232	6.405522772	6.508282597	6.674219299	6.69166662	6.802519103	6.914093287	6.89034668	7.239178209	7.34846354	7.623689056	7.877884489	7.605221643	8.113449707	8.253687662	8.523507905	8.678093204	8.924340921	8.113672601	8.582964959	8.577009533
ostta02g00195	5.546556	6.169965	5.764446	6.86006	6.643867	6.489613	8.303225	8.23573	8.370721	8.514683	8.555411	8.473956	7.881707	7.442317	7.645599	7.037604	6.996095	10.8533	7.547193	7.425156	11.14507	7.239337	7.409487	7.324412
ostta02g00200	7.360005185	7.537939751	7.451903703	6.829439441	7.075614882	6.972925354	5.464120253	5.152232624	5.067482551	5.718046353	5.756925716	5.529834538	7.010971767	7.285404899	7.314021544	7.465568097	7.810168798	7.692315853	7.581435957	8.201241766	8.302958381	7.686038775	8.259012089	8.142647884
ostta02g00210	8.166047	8.162504	8.351466	7.657955	7.785414	7.804099	6.348338	6.551004	6.587587	6.050611	6.368604	6.644313	6.961947	6.930194	6.817778	7.054648	7.381469	7.218059	7.47811	7.89955	7.991962	7.744413	8.370933	7.704703
ostta02g00240	7.548202156	7.583181146	7.328945554	7.804663583	7.309064431	7.202044183	7.469958847	7.417094219	7.524175811	7.170070248	7.261035946	7.656166566	7.697237012	7.774887313	8.059268855	7.79919568	7.70811198	7.769575938	7.724211269	7.624171914	7.696072662	7.518418215	7.431213082	7.49569225
ostta02g00250	7.885621	8.226951	8.355273	6.124328	6.320488	6.601395	2.058514	2.016109	2.100919	1.731927	1.685931	1.786472	4.069239	4.152382	3.822895	6.388305	6.997359	7.585795	7.842637	8.03043	7.938613	8.096111	8.46269	8.279401
ostta02g00270	7.970060364	7.64650323	6.496504802	7.629501663	7.654542527	7.292542745	7.5730222205	7.625744225	7.520300216	7.608191471	7.513584908	7.335507671	7.557066419	7.569995685	7.314277284	7.692966957	7.549155613	7.46843473	7.839720991	7.718237929	7.610124231	7.621390089	7.850200416	7.826649289
ostta02g00300	6.446203	6.910773	6.81508	5.962869	6.369433	6.459181	5.197906	4.491176	4.364158	6.028584	5.81754	6.199786	7.480383	7.675218	7.730519	8.208828	8.400615	8.487461	8.252786	8.210677	8.393437	7.263088	7.268017	7.467277
ostta02g00310	7.452127	7.178166	6.93918	7.497467	7.255592	7.000045	7.511439	7.522669	7.58663	7.510931	7.490943	7.415255	7.673349	7.595328	7.357691	7.841725	7.950483	7.846904	8.548645	8.337841	8.325147	8.463494	8.572349	8.655259
ostta02g00320	7.47515843	7.906526469	8.023234077	7.256439799	7.369453005	7.689309645	7.450593981	7.540767596	7.485101879	7.469634116	7.607941847	7.528300873	7.720244446	8.189900792	8.341262549	7.660392165	7.61073724	7.561941325	7.691990806	7.721499991	7.777195365	7.668427183	8.046463457	8.260969954
ostta02g00340	7.185169	6.530876	6.443594	7.94266	7.585238	7.333704	7.794391	7.903044	8.048103	7.217583	7.329754	7.290752	6.839316	6.784038	6.626794	7.218032	7.447525	7.351945	7.380651	7.552289	7.737222	7.481995	7.648922	7.521833
ostta02g00350	5.862061	5.798396	5.660366	6.842971	6.523908	6.354387	7.121181	7.403391	7.373446	7.344843	7.400049	7.355401	7.921029	8.033112	8.029941	7.900586	8.037975	8.023138	7.899561	7.728374	7.723227	7.43769	7.50874	7.463568
ostta02g00370	7.295323	7.245289	7.255986	7.382037	7.220999	7.047977	6.331681	6.081832	6.160832	6.448575	6.139997	6.171799	7.01062	7.290843	7.126667	7.341374	7.756746	7.652403	7.874923	8.060637	7.981611	8.293623	8.437784	8.314072
ostta02g00380	7.126794	7.493857	7.704769	7.608215	7.400456	7.383513	6.368516	6.120184	6.473551	5.101964	5.302606	5.601351	5.766715	5.874209	5.588806	6.895314	7.308175	7.196384	7.920979	8.009888	7.931211	8.114141	8.509944	8.386558
ostta02g00390	6.946266	7.502363	7.117406	7.632146	7.378149	7.39341	7.337679	7.545851	7.714369	7.197671	7.711937	7.737071	7.445885	7.468033	7.364515	7.448753	7.691311	7.789164	7.951593	8.273808	8.048621	8.140921	8.697124	8.630616
ostta02g00400	7.631286	7.528198	7.495506	7.416585	7.239097	7.019648	6.893576	6.815995	6.995039	6.682907	6.746348	6.781069	6.613082	6.447699	6.324604	6.823321	7.024739	6.842069	7.611326	7.646741	7.678246	7.756047	8.11528	7.925748
ostta02g00410	7.031395	7.832557	7.919158	6.058236	6.357568	6.22832	5.522391	5.277792	5.537735	5.911862	5.743749	6.020431	6.953855	6.980263	6.894924	7.485159	7.866777	8.083161	7.971478	8.508511	8.938315	8.041915	8.479833	8.68403
ostta02g00430	7.201936411	7.504134697	7.495667242	5.878436287	6.129159591	5.718374652	5.265973414	4.820842434	4.876463099	5.917274409	5.626598181	5.51052161	6.898849187	6.97496384	6.866334843	7.748743551	7.941339995	7.839662052	8.307879689	8.594971668	8.705807165	8.217256094	8.80232781	8.63274174
ostta02g00460	7.403166	7.144883	7.109636	7.54711	7.60098	7.537699	6.465286	6.383257	6.470812	6.430642	6.183779	6.353416	6.762198	6.861578	6.634499	7.712475	7.936137	7.824306	8.236531	8.192902	7.802045	8.134091	8.327675	6.458737
ostta02g00480	7.588494	7.37915	8.089517	7.096251	6.813806	6.895488	6.868737	6.945907	6.90634	6.663128	7.06895	6.887536	7.22774	7.482053	7.464716	7.488761	7.889225	7.864224	8.236617	8.470265	8.607459	7.943352	8.416608	8.449592
ostta02g00500	5.021533	4.959461	4.55709	7.459514	6.936069	7.075962	7.512953	7.551876	7.487486	7.64587	7.535163	7.536995	7.925846	8.112859	8.100211	7.806696	7.826376	7.816536	7.830834	7.644632	7.583282	7.571136	7.072343	7.32174
ostta02g00510	7.079409	6.939922	6.681493	8.012688	7.320591	7.110501	7.606076	7.578893	7.878001	7.055097	6.957998	7.195978	6.857056	7.077748	6.897417	7.3801	7.468005	7.427077	7.591785	7.639164	7.565466	7.638568	7.661696	7.776963
ostta02g00520	6.98948963	6.979415002	7.002119786	7.480536137	6.817520579	7.1118058605	6.895332024	6.057928531	5.640506096	6.096195944	6.216944155	6.069784817	7.089114667	7.503733259	7.447939704	7.922914623	8.264161514	8.27470473	7.995405206	8.0171419595	8.074426199	7.96239611	8.0108692205	8.059342331
ostta02g00530	6.483372	6.538341	5.641262	8.387336	8.098525	8.141909	8.273883	8.343651	8.496911	7.661414	7.838565	8.089017	6.815616	6.454921	6.066733	6.943429	6.952495	6.947962	7.173572	6.863901	6.861633	7.622903	7.608541	5.640552
ostta02g00540	7.515075857	6.872389192	7.026899221	8.162364699	7.47326664	7.386139065	7.607686858	7.524061767	7.777267366	6.948320381	6.97703516	7.019135889	6.935087573	7.093596378	6.998879757	7.175601046	7.409717012	7.381305374	7.894278442	7.999453289	8.087636042	8.502088213	8.62624097	8.486111174
ostta02g00580	6.55565	6.483649	6.627652	6.707195	6.707195	6.707195	6.858741	6.858741	6.858741	7.010286	5.675831	8.344741	6.771892	6.771892	6.771892	5.789799	6.357891	6.119302	5.353869	5.425267	5.496665	5.437139	5.359497	5.281856
ostta02g00600	7.016583	7.451726	7.295029	6.753825	7.438822	7.332248	5.506415	5.400723	5.432551	5.814213	5.717943	5.821118	6.888633	6.833236	6.545667	7.656286	7.873552	7.819965	7.986903	8.191808	8.34913	8.293399	8.556085	8.538631
ostta02g00610	7.067991	6.681083	6.57234	7.770399	7.43318	7.304926	6.986802	7.313419	7.328314	6.793421	6.601021	6.850499	8.040092	7.876746	7.972719	7.55398	7.513161	7.542795	7.210714	7.041177	7.149155	6.981687	6.880441	6.881109
ostta02g00630	5.925616	6.595122	6.706911	5.458	5.884138	5.734367	5.661814	5.799427	5.652818	6.206312	6.526728	6.321538	7.365967	7.529649	7.414935	7.849012	8.22923	8.154141	8.505688	8.681294	8.811544	8.306502	8.493778	8.496434
ostta02g00640	6.339042	6.652281	6.761293	6.070049	6.428386	6.172521	5.318075	5.477434	5.385898	6.243099	6.402139	6.328712	7.243955	7.45819	7.415917	7.894478	8.401431	8.407156	8.26136	8.701494	8.600788	7.911174	8.44453	8.359376
ostta02g00670	7.856846	7.561188	7.602398	7.272926	7.167791	6.893034	4.802068	4.457	4.62944	3.755279	3.846954	3.899101	6.007718	5.965413	5.53936	7.531834	8.012226	7.866041	8.315836	8.339712	8.420912	7.949614	8.301109	8.013006
ostta02g00690	5.536441	5.804262	5.317752	6.354189	5.775956	5.512813	8.099444	8.222367	8.227465	9.017786	9.033129	8.980091	8.292583	7.948222	8.252462	6.983323	6.620291	6.377836	6.529148	6.627328	6.622966	6.616044	6.891401	6.766357
ostta02g00710	7.475951	7.643453	7.177415	7.571396	7.617703	7.302236	7.153275	7.762352	7.18806	7.040071	7.137001	6.86594	6.692536	7.129439	6.806603	6.726932	7.071161	6.872797	6.850245	6.990241	6.865624	7.235804	7.480987	7.309219
ostta02g00720	6.617422951	6.870477141	6.766036446	6.751949861	6.953455029	6.30453141	6.86663532	7.090028901	7.9362541825	6.930027127	6.760780191	7.537313866	6.480461113	6.960382239	5.629058824	6.6684662265	6.928005136	6.408927317	7.505904515	6.80745189	7.1566782025	7.766860632	7.000971596	7.383916114
ostta02g00730	6.729476	5.642496	5.532676	8.598247	7.892925	7.67559	8.368406	8.025688	8.337405	7.440018	6.95927	7.516003	6.276854	6.069573	5.775662	6.979272	6.939357	6.836806	7.480033	7.309295	7.279969	8.127189	7.921797	7.917221
ostta02g00790	7.372874	7.888494	7.895245	7.078541	7.483879	7.121087	6.473015	6.396566	6.51237	6.560067	6.463472	6.588786	7.301411	7.439139	7.253694	7.587519	7.754601	7.688351	7.998775	8.462684	8.386022	8.571377	8.806438	8.790913
ostta02g00800	7.403333	7.075358	6.997948	8.065293	7.707649	7.426413	7.915514	8.17997	8.179066	7.651889	7.907189	7.785914	7.149267	7.051793	6.709448	7.349768	7.462526	7.333962	7.478919	7.460104	7.6558	7.759887	7.647243	7.599075
ostta02g00810	7.438233	6.416613	6.275477	8.217313	7.876084	7.903921	7.91266	7.896888	8.093638	7.515472	7.500572	7.597071	7.210752	7.209025	7.257867	7.437188	7.41684	7.521053	7.040262	6.75345	6.874931	6.540262	5.977463	6.047279
ostta02g00820	7.15745	7.303547	6.843825	7.768734	7.867796	7.104078	7.878585	8.317167	8.623415	7.939647	8.280007	8.487312	7.752133	7.646363	7.388266	7.598558	7.818626	7.811448	8.300222	7.879119	7.861732	8.307858	7.866776	7.601345
ostta02g00840	5.680436	5.07653	5.127822	7.649311	6.81838	7.136511	7.35054	7.703305	7.752702	8.048248	8.371226	8.471394	8.165846	7.788405	7.861814	7.588136	7.700756	7.839317	7.325364	7.317321	7.517909	7.042795	6.950436	7.085366
ostta02g00860	7.735731	7.19988	7.398607	8.71767	7.885489	7.732848	8.340541	8.542368	8.64628	8.381936	8.189971	8.383035	7.599502	7.239284	7.359558	7.214007	6.955351	6.95561	7.326229	7.183236	7.297845	7.647471	7.440691	7.436005
ostta02g00880	6.26135	5.844852	5.568924	7.325939	6.898652	6.722559	7.085099	7.066349	7.049025	7.46958	7.650617	7.731015	7.500361	7.40219	7.492567	7.551763	7.40916	7.476543	7.643937	7.437455	7.520008	7.18289	7.336476	7.387585
ostta02g00900	7.471649	7.166089	7.244806	7.818339	7.431207	7.397131	7.40472	7.325621	7.494644	7.224803	7.069634	7.130595	7.154022	7.28406	7.196863	7.405651	7.782395	7.594023	7.312798	7.788801	10.0522	7.408749	7.903835	8.177712
ostta02g00920	7.181491698	6.129475749	6.219078811	8.595409518	7.304039536	7.089016974	9.002816082	9.134607341	9.188453327	8.704135816	8.573203027	8.570079401	6.823894858	6.881673309	6.865545789	6.484804792	6.456249749	6.448787719	6.180933306	5.804991257	5.807635836	5.956368797	5.310176753	5.079596183
ostta02g00930	6.387386	7.118653	7.359595	4.673659	5.278861	5.170614	5.498561	5.51601	5.366409	7.36814	7.50176	7.718841	8.449052	8.289158	8.457859	8.395125	8.691913	8.543519	7.87272	8.339557	8.419729	6.164129	6.760417	6.462273
ostta02g00950	8.037211761	8.072509353	8.079789873	7.078367781	7.232925554	6.99335851	6.599478229	6.497074886	6.588640147	6.602806082	6.580681764	6.430639652	6.828491071	6.90871089	6.921173655	6.846437673	7.304483372	7.106391177	7.123302721	7.668027092	7.409803925	7.088731717	7.719826916	7.504483563
ostta02g00960	6.305604	5.993411	5.647842	7.193865	6.348845	6.426891	6.20538	6.146533	6.264226	6.812556	6.831683	6.854778	7.390735	7.459521	7.395365	7.858133	8.019454	9.885504	8.329415	8.423949	8.300995	8.552709	8.563104	6.503018
ostta02g00970	4.749098103	5.477325643	5.217381309	7.080287274	6.420627866	6.047117485	8.550536826	8.44579424	8.27024577	9.135897024	9.149127934	8.888968847	8.36579385	7.81205778	7.949389449	7.043093846	6.738262228	6.479187099	6.959549576	6.951800643	6.86243056	6.680850435	6.965397245	7.000518569
ostta02g00980	7.596377364	7.7095518	7.688251425	7.270488106	6.806299529	7.008882853	7.640773858	7.568724128	7.369870496	8.226618078	8.203818839	8.307433789	7.906900039	7.53113587	7.780866811	7.791265963	7.714654482	7.835914476	7.674469886	7.697654654	7.832995535	6.916681859	7.537649803	7.462504905
