ZT0_1	ZT0_2	ZT0_3	ZT3_1	ZT3_2	ZT3_3	ZT6_1	ZT6_2	ZT6_3	ZT9_1	ZT9_2	ZT9_3	ZT12_1	ZT12_2	ZT12_3	ZT15_1	ZT15_2	ZT15_3	ZT18_1	ZT18_2	ZT18_3	ZT21_1	ZT21_2	ZT21_3
ostta11g01920	5.842211	5.147252	5.189911	8.155445	7.957633	8.103382	7.029776	6.8673	6.976664	6.955336	6.86976	6.927802	7.411658	7.238154	7.243544	7.87139	8.108079	8.15354	7.866602	7.927784	7.893236	7.440739	7.441496	7.588237
ostta11g01930	7.912721	8.248735	8.097312	7.847267	8.128848	8.188482	7.55101	7.401504	7.361864	7.589801	7.372935	7.37056	7.396685	7.530462	7.376755	7.593138	7.488364	7.296175	7.132703	7.272397	7.306549	7.398766	7.809579	7.868838
ostta11g01950	5.209387	4.526876	4.698348	7.161347	6.635937	6.621745	8.135223	8.471248	8.41893	8.675415	8.987677	8.733164	7.949619	7.710951	8.067128	6.537919	6.524565	6.530688	6.452168	6.550444	6.469375	6.512198	6.252636	6.285202
ostta11g01960	7.836870576	8.200875007	8.307558136	7.83109763	7.97880081	8.792979905	7.778153551	7.899542102	7.376334585	8.106222856	8.204827876	7.651323624	8.207043523	8.548320595	8.847886387	8.121501454	7.951775205	8.435988979	7.89567335	8.145740056	8.607474121	7.839317207	8.090118689	8.518572084
ostta11g01970	7.337712	7.636194	7.351472	8.074278	8.306376	8.638823	7.771256	7.747161	7.825456	8.069587	8.183941	8.289215	7.872409	8.107863	8.30784	8.043363	8.261745	8.537431	7.663805	8.200043	8.572951	8.034825	8.015097	8.40203
ostta11g01980	7.266816	7.303743	7.340669	7.111714	7.237501	7.283778	5.442225	5.174238	5.197317	4.914356	4.671746	4.770279	6.27548	6.243149	6.01364	7.392398	7.787697	7.669244	7.898709	7.88133	8.050943	7.70354	8.038844	7.727217
ostta11g01990	7.058263374	6.679222225	6.490062201	7.10643995	7.04230903	6.979051307	7.71866213	7.736873799	7.788840733	7.976239681	7.697754461	7.797730888	7.693072073	7.648278853	7.625493586	7.524017836	7.536311104	7.536883977	7.693123641	7.22812586	7.35468919	7.405489484	6.725091988	6.809389506
ostta11g02000	7.122976	7.086749	6.719937	7.275544	7.461051	7.056819	8.469661	8.632674	9.030638	8.167764	8.482864	8.912388	7.543458	7.462147	7.126945	7.640087	7.816852	7.880374	8.287339	7.93906	8.052982	8.024577	7.998216	8.174421
ostta11g02010	6.840208271	6.519569684	6.572969376	7.116689988	7.056674475	6.998959693	7.443097452	7.1556474	7.183941818	7.634150971	7.353340446	7.332972834	7.813435894	7.55304529	7.43642775	7.790053565	7.751347274	7.677321523	8.050134898	7.69034502	7.578093658	7.67799948	7.425578622	7.499025586
ostta11g02020	7.936012	8.214799	8.259833	5.75705	7.168688	7.022026	4.446015	3.578017	3.537383	4.579668	4.386743	4.327335	5.95028	6.174294	6.010943	6.957618	7.541235	7.479839	7.301421	8.01879	7.93571	6.982409	7.508479	7.574217
ostta11g02030	7.657833902	7.24527751	7.740350502	8.383157757	8.497731183	8.981639828	8.276455632	8.279381946	8.38821013	7.854559977	7.809941244	8.208780156	6.762095634	5.851038545	6.109043968	6.224348419	5.732335101	5.838571175	6.831582884	6.541929411	6.5661454	7.460654679	6.780607122	7.124561061
ostta11g02040	8.525404199	8.87328086	8.836960528	7.654656217	7.714770924	7.377366923	7.637806685	7.677461359	8.067004113	7.88242658	7.777092065	7.800559394	7.762275222	7.746497524	7.688991992	7.632737492	7.519702245	7.397420388	7.74874914	7.527269154	7.457809024	8.047612372	7.560473249	7.201683997
ostta11g02050	7.586711511	7.470304034	7.553430727	7.300865416	8.066624369	8.235157963	7.50743109	7.269720208	7.381949091	7.717580979	7.547781239	7.708733363	7.633276117	7.805311454	7.690449203	7.571070873	7.517676581	7.621500506	7.714500927	7.549545827	7.508026513	7.826380613	7.685553754	7.766735869
ostta11g02060	7.050223	7.468291	7.488227	6.602845	6.909153	7.048039	6.511936	6.682681	6.547143	6.528531	6.539699	6.553678	7.241769	7.293387	7.393203	7.442051	7.37794	7.421592	7.397681	7.275183	7.226777	7.466229	7.23625	7.214965
ostta11g02070	7.493323767	7.587590266	7.554752901	7.999029813	7.897050479	7.712346428	7.877451007	8.04930775	8.193898711	7.740043455	7.880194242	7.875583245	7.492255383	7.599582834	7.67463354	7.377348911	7.151379975	7.173033964	7.239656838	7.138386122	6.959353449	7.3812492	7.30052789	7.284634821
ostta11g02080	7.91106	8.051628	7.854126	7.358526	7.936522	7.970102	7.175356	7.042457	7.176285	6.859852	6.90673	6.977763	6.656892	6.429315	6.171846	6.861683	6.652296	6.640553	7.348697	7.012991	7.073441	7.304166	7.779247	7.825135
ostta11g02090	7.91957	7.695305	7.67076	7.955936	7.874205	8.102878	7.458163	7.00764	7.021869	7.13726	6.442712	6.950422	5.63428	4.618934	5.07357	4.662168	3.957351	3.845607	6.81355	6.140113	6.041057	8.541179	8.193932	8.254367
ostta11g02095	4.96413	4.803478	4.382537	7.693326	7.850833	7.659327	8.187612	8.582081	8.291921	8.747131	8.705704	8.211162	8.747883	8.297253	8.250634	7.571225	6.272465	6.17154	5.883842	4.849451	4.21526	5.131418	4.768284	4.433186
ostta11g02100	7.506524	8.393938	8.38057	7.534076	7.860025	8.131735	7.393429	7.540325	7.719223	7.466326	7.640864	7.728318	7.150841	7.404126	7.286715	7.460685	7.561526	7.549665	7.79175	7.753966	7.837927	8.380551	8.406448	8.099181
ostta11g02110	6.590946	5.931266	5.79147	6.983589	7.253287	6.974745	7.431351	7.294405	7.263325	8.085955	8.098952	8.028499	8.440489	8.526151	8.628904	7.9292	7.7199	7.939915	6.376655	5.790035	6.045375	4.770631	4.380598	3.849979
ostta11g02120	7.313731	7.9683	8.140105	3.100796	3.302422	3.428579	2.7369	2.681626	2.679019	2.26749	2.709987	2.866724	4.569785	5.580809	4.915272	8.123406	8.405025	8.490258	7.682478	8.33369	8.484974	6.302495	7.552161	7.613084
ostta11g02140	8.226994	8.446194	8.44943	7.926542	8.223908	8.124668	7.56773	7.557208	7.417483	7.374069	7.389519	7.048911	7.580514	7.561551	7.688569	7.414193	7.514158	7.682206	7.67382	7.775137	7.710924	8.310151	8.180887	8.161288
ostta11g02170	5.587406	5.978757	6.140339	5.149271	5.370285	5.304353	8.031016	7.922964	8.046032	8.521395	8.953715	9.010649	8.270186	8.222311	8.487256	6.875672	6.18607	6.016177	5.990573	5.523569	4.964507	6.204981	6.158303	5.787707
ostta11g02180	7.760047	7.533134	7.530476	7.859537	7.632191	7.845231	8.077732	7.925218	7.783737	7.453318	7.590016	7.491967	7.548949	7.668281	7.655526	7.481202	7.378986	7.398481	7.337515	7.243179	7.340215	7.322453	7.208564	7.336544
ostta11g02190	7.968313	7.587333	7.471753	7.959856	7.969946	7.95215	7.256771	7.170772	7.389833	6.87195	6.501723	6.561487	6.809479	6.452556	6.47595	7.407589	7.247072	7.31184	7.945135	7.598105	7.767177	8.293916	7.828955	7.838547
ostta11g02200	7.609301	7.745822	7.590594	7.240614	7.348858	7.480775	6.94064	6.994198	6.972447	6.877541	6.611182	6.918476	7.351605	7.49859	7.388145	7.770977	7.974504	8.019884	8.139244	8.183653	8.223328	8.054581	8.088048	8.152597
ostta11g02210	7.435278	8.233258	8.2123	6.674974	7.593083	7.504654	6.87602	6.930838	7.338593	7.365652	7.068002	7.300066	7.48737	7.818018	7.719413	7.850613	7.988355	8.084496	8.022991	7.870779	8.025476	8.255979	8.200625	8.062278
ostta11g02220	7.63391	7.971642	7.848081	7.423904	7.550246	7.465329	7.497	7.672138	7.643047	7.699497	7.801079	7.935068	7.681299	7.949298	7.854724	7.655571	7.609074	7.890376	7.567008	7.297377	7.325008	7.701009	7.290525	7.350687
ostta11g02230	7.591224	7.90912	7.813386	8.238744	8.011968	8.072612	8.191529	8.196023	8.256709	7.748717	8.198694	8.166905	7.951358	8.337849	8.378462	7.642093	7.368761	7.689787	7.054018	6.961623	6.869291	7.257016	7.134616	7.085647
ostta11g02240	7.147409	7.455416	7.24666	7.352308	7.10014	7.136324	7.347344	7.625554	7.943643	7.144352	7.401051	7.753715	7.111693	7.171598	7.426423	7.414896	7.767932	7.745414	7.909414	7.920025	8.169006	8.201956	8.497471	8.590225
ostta11g02250	7.545578	7.780309	7.055035	7.112636	7.466037	6.14335	7.111884	7.534883	7.867171	7.406901	7.329915	7.940111	7.362667	7.420784	6.447457	7.354209	7.502447	7.296748	8.045136	7.583795	7.470974	7.770308	7.527311	7.889892
ostta11g02260	8.409042	8.366993	8.418939	8.326521	8.448538	8.285457	7.64849	7.645239	7.786406	6.391598	6.797318	6.866931	6.355449	6.201324	6.16335	5.611718	5.62235	5.739843	5.435985	5.424943	5.433522	6.794917	6.823067	6.843687
ostta11g02270	8.291327	8.557769	8.894291	7.84185	8.102115	8.209294	7.303168	7.279525	7.391125	6.867426	6.815656	6.852197	6.836277	6.79654	6.745277	6.852716	7.061522	7.09638	6.710604	6.908546	6.999354	7.167112	7.398636	7.44403
ostta11g02280	7.445173	7.893209	8.106676	6.01742	6.121625	6.286359	6.197355	6.001971	5.814183	6.173356	5.851931	6.005797	7.017607	6.903815	6.664656	7.867864	8.39135	8.463177	8.262479	8.858905	8.878874	7.939459	8.865786	8.735076
ostta11g02290	7.120812	7.801744	8.353305	6.755337	6.77648	7.099642	6.314086	6.255027	6.421369	6.050028	6.295318	6.349299	7.356445	7.690672	7.413076	7.939868	8.196505	8.339228	7.927292	8.561678	8.705716	7.893623	8.69412	8.975822
ostta11g02300	7.324966	7.168368	7.107262	7.458023	7.457186	7.381877	7.125247	7.044809	7.135696	7.221104	7.099025	7.019988	7.698955	7.897817	8.002527	8.008775	7.968172	7.988473	8.124624	8.105441	8.190651	7.977909	8.001635	7.989772
ostta11g02310	7.597385558	7.681695058	7.89159094	7.167834373	7.216502885	7.623173654	6.209573314	6.243818604	6.221639743	5.754597108	5.869160192	5.765033333	6.053085943	6.417325339	6.282966385	6.976922982	7.3905724195	7.18374770075	7.474081476	7.5199032815	7.594384643	7.538749142	7.607680872	7.44039014
ostta11g02320	7.20112	7.708514	7.835227	6.822091	7.187086	7.564535	6.333248	6.645721	6.540886	6.166611	6.348553	6.320649	6.655293	6.937316	6.64277	7.64028	7.8533	7.74679	7.632319	8.178534	8.396513	8.195945	8.111317	9.282448
ostta11g02330	8.097227393	7.994367253	8.00513743	7.996867801	7.954079135	7.840813769	7.816957995	7.744785961	7.580513685	7.90023434	7.820338869	7.538280872	7.9035429	7.872195107	7.650535175	7.802519124	7.898332088	7.95334401	7.876467574	7.913247542	7.935748833	8.070595131	8.470406868	8.450712894
ostta11g02340	8.060537	7.619931	8.315629	7.966716	7.972906	8.243841	7.974807	7.762889	7.75794	7.837881	7.814665	7.961709	7.672558	7.710826	7.786567	7.535554	7.450978	8.537711	7.244838	7.107945	7.287782	7.303544	7.070986	7.448281
ostta11g02350	6.250516	6.859794	6.870221	6.087481	6.181825	6.089674	6.055145	6.035661	6.041805	7.001343	6.892406	6.675519	7.996513	7.907116	8.009412	8.158095	8.422992	8.304765	8.627817	8.774968	8.80453	8.329967	8.480682	8.376525
ostta11g02360	7.208444	7.723555	7.701811	6.843756	7.049422	7.203086	6.049183	6.113237	5.967516	6.255893	6.171158	6.235056	7.05674	7.258792	7.13459	7.522583	7.785556	7.770126	7.599518	7.89778	7.898256	7.626018	7.794129	7.75238
ostta11g02370	7.440532486	6.653567424	6.653283722	8.036788594	7.293135873	7.296447132	8.131489383	8.072027155	8.220405101	8.15850453	7.970573146	7.905242291	7.737109956	7.654944215	7.68999123	7.856747794	7.553281349	7.723638928	8.012470288	7.279828092	7.497633468	7.093324298	6.811001482	6.764543892
ostta11g02400	7.973108364	8.381794412	8.32743227	7.040305028	7.530414575	7.482804651	5.295870573	4.958870946	5.049052767	4.59636763	4.505133606	4.736717166	5.659969897	5.193315376	5.00293645	6.916317675	6.562888146	6.509856673	7.018170923	7.209345554	7.238876389	6.950609794	7.625678347	7.573104366
ostta11g02410	6.855333	6.548912	6.366056	8.238912	8.057618	8.25459	8.437275	8.093559	8.079527	8.857789	8.488172	8.64751	8.141891	7.715256	8.108774	6.810494	6.35822	6.324292	6.418265	5.897813	5.696904	5.953602	6.085333	6.093429
ostta11g02420	8.500036906	8.836154703	9.446833892	8.570904918	8.633769038	8.968530158	8.239671601	8.249110792	8.226084779	7.993735458	8.023419119	7.787773089	7.630966361	7.533913069	7.767909525	7.456601403	7.343476241	7.338158448	7.313659224	7.573530576	7.715417468	7.802497211	8.321691987	8.301725852
ostta11g02440	7.640857	8.259172	7.811129	7.333614	7.34586	7.260421	7.291491	7.490829	7.242342	7.490868	7.278835	7.086772	7.679037	7.761843	7.825935	7.689868	7.861787	7.762184	7.889353	7.746949	7.668893	7.931414	7.514309	7.507072
ostta11g02450	6.571577119	7.166797593	7.370120297	7.430382276	7.202815214	7.437006448	7.391080833	7.262091189	7.141646084	7.551276813	7.582531458	7.632446909	8.326372718	8.538521829	8.680834174	8.417399107	8.289298274	8.379377223	7.858445193	7.738514959	7.914838312	7.161624908	7.296877293	7.183347908
ostta11g02460	6.522275	5.643964	5.532545	8.186464	7.924029	7.982571	8.206869	8.084798	8.116912	8.237256	8.069429	8.034217	7.942927	7.764143	7.800908	7.36648	6.659741	6.862591	4.959766	4.301058	4.240377	4.417026	4.235135	3.913726
ostta11g02470	7.692509	7.598483	7.569304	7.777203	7.639053	7.662683	7.638154	7.626447	7.564149	7.295064	7.639809	7.587155	7.50826	7.827379	7.785891	7.393629	7.635621	7.68355	6.95527	7.094181	7.137984	6.554095	6.333458	6.267922
ostta11g02480	7.219431	7.632091	7.41366	7.179933	7.210498	7.18849	6.964631	6.923662	6.925089	6.985363	6.935468	6.961251	7.529456	7.64797	7.460918	7.968905	7.919784	7.936002	7.958693	7.768378	7.887949	7.775932	7.614565	7.597956
ostta11g02490	7.596294	7.293122	6.862724	8.773754	8.219558	7.910964	9.207404	8.818705	8.359763	8.229369	7.906757	7.571163	6.730351	6.395876	5.856211	6.817159	6.727774	6.553581	7.216503	6.824431	6.739831	7.563504	7.70463	7.52636
ostta11g02500	7.451095	7.857761	7.889777	6.649065	7.126818	6.887941	4.968861	4.225053	4.438372	4.399794	3.944576	4.309591	6.143828	5.320091	5.991395	7.395324	7.004904	7.009345	7.524731	7.638984	7.758899	7.745989	8.084649	8.254801
ostta11g02505	7.977445265	8.54516651	8.6360116	7.002814525	7.47725416	7.500625144	7.449331003	7.788022182	7.633653888	7.898229642	8.633339657	8.306970681	7.664331821	7.622848343	7.993562065	7.280503816	6.979216203	7.089775296	7.312144195	7.314344718	7.353780645	7.51165565	7.909790777	7.93804397
ostta11g02510	7.349618	7.522644	7.537984	7.65316	7.154022	7.182207	8.10323	8.125371	8.119095	7.950421	8.261612	7.992601	7.190841	7.712812	7.723298	6.664427	6.953617	7.024228	6.869703	7.008972	7.034204	7.237166	7.185706	7.136752
ostta11g02520	6.726042	6.672228	6.171044	8.280446	7.010659	7.090261	8.515309	8.662579	8.564447	8.822206	8.911571	8.523226	7.858985	8.255277	8.236082	7.60661	7.418711	7.215492	6.746295	7.071752	6.797028	6.843295	7.097382	6.991832
ostta11g02530	8.169973295	8.400378705	8.531691106	7.99665651	8.452781166	8.37009762	7.460071358	7.443111772	7.21218852	6.994528025	7.006330062	6.942046043	6.840536252	6.696337855	6.622579557	7.006040321	7.064145291	6.934793614	7.193551482	7.432175975	7.295100859	7.159912733	7.573862131	7.466338806
ostta11g02540	4.954108	5.478249	5.439538	5.725071	5.886702	5.669072	8.023966	8.422436	8.376494	8.407329	8.801758	8.678618	8.610576	8.665788	8.866433	7.722697	7.75963	7.653339	7.320871	6.898427	6.911599	6.050174	5.720473	5.563917
ostta11g02550	7.413051	8.470287	8.492568	6.360999	6.714681	6.275675	6.506463	5.950045	6.496754	6.166858	6.233494	6.804591	7.298372	7.596311	7.443035	7.583155	8.102513	8.015423	8.140876	8.443506	8.35201	8.225961	8.576591	8.53433
ostta11g02560	8.148421	8.388116	8.302505	6.767377	6.99032	6.754217	4.425884	3.974685	4.00601	4.481549	4.419524	4.457163	6.440436	6.10639	6.072258	7.009006	7.289577	7.293425	7.422566	7.774909	7.78203	7.423891	7.632728	7.561908
ostta11g02570	7.718607	7.703204	7.757158	7.407407	7.455088	7.640505	7.545088	7.600493	7.380332	7.464928	7.56973	7.304907	7.876413	7.747021	7.813195	7.821754	7.718112	7.9573	7.639235	7.657865	7.682547	7.676282	7.599739	7.61464
ostta11g02575	7.790585	7.928705	8.696538	7.462972	7.884437	8.039046	7.018339	7.803252	7.671425	7.257462	7.569067	7.790193	7.185748	7.847384	7.820935	7.021122	7.538107	7.516551	7.5962	7.546297	7.679426	7.610007	8.07922	7.597331
ostta11g02580	5.601600944	5.799431109	5.427225493	7.169117468	4.630214971	4.653173301	7.367058838	8.266495805	8.192009393	7.622549606	8.0169748315	8.411400057	8.994600328	9.2149471655	9.435294003	8.420932456	8.6103950605	8.799857665	6.923176586	6.7379875115	7.040599155	7.617993004	6.5098057425	6.5424964
ostta11g02610	5.643427	5.616954	5.571875	6.129831	6.051301	6.130804	7.298046	7.418187	7.25408	8.545119	9.05557	8.733614	8.895342	8.904631	9.12467	8.06253	7.559474	7.581699	6.089483	5.64864	5.174477	5.796859	5.515555	5.317049
ostta11g02640	8.256428	9.185771	9.539375	6.528198	6.619985	5.747042	6.604246	6.351251	6.682456	6.592286	6.343847	6.484429	6.881524	6.584012	5.710787	7.335501	7.821592	7.876522	8.008027	8.396193	8.419872	7.985523	8.787591	8.639323
ostta11g02680	6.695354	6.475236	6.338323	7.079183	6.590668	6.777378	7.075621	7.11542	7.041144	7.706478	7.960812	7.876843	8.222014	8.421941	8.528123	8.110672	8.121203	8.177307	7.74686	7.727154	7.842932	7.608179	7.507062	7.422203
ostta11g02690	8.395578	8.370636	7.777968	8.254488	8.045419	7.43269	7.87178	8.058044	7.805844	8.018277	7.761565	7.561109	7.796344	7.657914	7.398985	8.499051	8.076532	8.16149	7.824828	7.941867	7.671047	7.523383	7.977676	7.928348
ostta11g02700	7.347349	7.785693	7.467819	8.391815	7.990616	8.07629	8.391961	8.713284	8.525586	8.173585	8.400842	8.546671	7.971294	8.016342	8.093201	7.814682	7.831901	7.872842	7.65659	7.981027	8.125267	7.933682	8.148477	7.968054
ostta11g02710	4.622667052	4.991976552	5.211151248	6.865028832	6.310203261	6.459776617	7.733698243	7.964102076	7.837313664	7.953918245	7.961874592	8.163743869	7.96794352	7.940254292	8.047699563	8.060313439	7.886000629	7.855916095	7.795321658	7.745302114	7.727920132	7.165790009	7.192326144	7.174880255
ostta11g02720	7.7787	8.010682	7.346974	7.420634	7.662163	6.726254	7.448928	7.459383	7.41727	7.16599	7.431556	7.676307	7.666548	7.31696	7.527232	7.328734	7.503705	7.202952	7.821544	7.579437	7.63385	7.866494	7.866945	7.670566
ostta11g02730	7.488473	7.193398	7.199802	8.309008	7.598652	7.867039	8.155634	8.017367	8.07153	8.223609	8.029878	8.027805	8.019482	7.948764	7.862558	8.011047	7.675574	7.804551	7.784583	7.748369	8.032088	7.554307	7.879332	7.876592
ostta11g02740	7.570735099	8.243916686	8.4302586695	7.416104578	7.793594629	8.082406226	7.482579444	7.590067016	7.396586518	7.38702817	7.583640769	7.353145133	7.645589814	7.671087996	7.756140432	7.754351327	7.848019812	7.8720789045	7.774445903	8.104847792	7.985228593	8.153602034	8.198407957	8.428623611
ostta11g02750	7.14276	7.457967	8.108768	7.564395	7.678448	7.890408	7.666165	7.59558	7.41153	7.249293	7.429072	7.463875	7.705535	7.577189	7.70651	7.981506	7.714339	7.918012	7.526689	7.771536	7.842687	7.470215	7.71715	7.657516
ostta11g02760	7.834138	8.040171	8.149204	7.741725	7.35087	7.735989	7.314292	7.013777	6.901118	7.35646	7.365987	7.172454	7.847821	7.737866	8.005171	7.927914	7.884606	8.028152	7.61735	7.86345	7.982627	7.430464	8.071454	8.22223
ostta11g02770	7.852058	7.869654	7.993922	7.334809	7.407362	7.521336	7.346529	7.460738	7.478417	7.408605	7.449637	7.558578	7.357214	7.573425	7.652465	7.388003	7.476817	7.596525	6.521502	6.429288	6.434601	5.937142	5.359369	5.433397
ostta11g02780	7.453806	6.896684	6.974155	8.690489	8.690489	8.690489	8.259281	8.545881	8.229811	7.282018	8.110064	7.365338	6.337642	5.828902	6.08614	5.704283	4.796092	5.04318	5.384581	3.505653	3.941368	7.077752	5.957419	6.067756
ostta11g02790	6.961657219	7.415431966	7.315839865	7.414246745	6.925824788	6.71523274	7.473641436	8.013585885	7.911130811	7.300536806	8.008303964	7.727685514	7.650162147	8.162592833	8.164708179	7.493131651	7.856100459	7.87493449	7.332585987	7.799839053	7.720197293	7.566284582	7.630466532	7.578370924
ostta11g02800	7.391769783	7.270122495	7.104042123	7.270251457	7.23070681	7.370672909	7.37220935	7.220385469	7.186161993	7.404093372	7.30882177	7.413837394	7.316252843	7.424799064	7.572980794	7.500204595	7.4999871	7.573078489	7.293972659	7.083922113	7.05442988	7.229681058	6.769159226	6.940770476
ostta11g02820	7.994207	7.849169	7.941163	8.860422	9.193383	9.058526	8.460649	8.681091	8.478918	8.146973	8.347527	8.081894	7.684634	7.533481	7.958737	6.645221	6.088251	6.007868	5.557642	5.585974	5.372804	6.734047	6.553588	6.601418
ostta11g02830	6.777726395	6.13892046	6.132333578	6.736927771	6.466747846	6.621254734	6.811288589	6.756848528	6.56101679	7.232826892	7.219972475	6.96589288	8.046644989	8.067688142	8.347825938	8.500023868	8.66827729	8.789819862	8.593985818	8.183581645	8.31924891	7.977035266	7.642604993	7.562986803
ostta11g02860	8.135993	7.914037	8.05098	7.594126	7.972762	8.100496	7.246519	7.19538	7.226435	7.131116	7.111702	7.116301	7.594637	7.516054	7.548972	7.395269	7.190465	7.231271	6.546369	6.597743	6.658627	6.26396	6.342009	6.48169
ostta11g02870	7.930065337	7.869992483	7.871460223	7.577022476	7.484192744	8.002252727	7.85136992	7.462170119	7.189428953	8.280568379	8.697574602	8.133313091	8.784989536	8.828423942	9.144225874	8.200312373	7.950311778	8.486837109	7.486684297	7.731523093	7.761392664	7.099780406	7.686589627	7.977161281
ostta11g02880	6.061944	6.007205	5.931658	6.450782	6.537735	6.437503	6.956728	6.990097	6.717831	7.275834	7.27593	7.084521	7.75227	8.003388	7.858012	8.336799	8.400424	8.308079	8.019512	8.272166	8.395752	7.862666	7.58067	7.547625
ostta11g02890	8.807567	8.464906	8.985099	7.744894	8.012629	8.062004	7.586177	7.608674	7.680476	7.669807	7.539689	7.435748	7.648009	7.599162	7.768477	7.484836	7.507533	7.498721	7.636887	7.673818	7.639851	7.793859	8.076115	7.873011
ostta11g02900	6.414453	5.809794	5.568808	7.534995	7.140388	7.064284	7.529169	7.63099	7.573799	7.717483	7.806423	7.622831	8.503065	8.383651	8.622479	8.116983	8.171879	8.085852	7.7559	7.499696	7.349242	7.427914	6.514254	6.405318
ostta11g02910	7.713680893	7.889380962	7.89725052	7.299679038	7.969676836	8.003033258	7.160566127	7.030529246	7.028185747	6.865539141	6.821294386	6.873135022	7.245791901	7.028396203	7.087016939	7.563440809	7.603575426	7.631220465	7.579869651	7.967477695	8.002220719	7.842515981	8.119318557	8.240579557
ostta11g02920	8.019302316	7.91801421	8.072012544	7.675428124	7.785847386	7.944233143	7.539656566	7.450068405	7.356060317	7.528266168	7.507218203	7.596090018	7.356066942	7.45926078	7.53400471	7.341485491	7.180436272	7.439231574	7.14712336	7.292790404	7.455306515	7.302731289	7.477798325	7.64571081
ostta11g02930	6.863529	7.104841	6.924535	6.817581	6.545628	6.466835	7.779379	8.01059	7.553939	7.969675	8.263564	8.236653	7.934143	7.784551	7.904167	8.108536	8.060494	8.0804	8.087275	8.425109	8.524457	7.639361	8.068632	8.297268
ostta11g02940	5.067255806	5.158813387	4.92604777	7.269286865	6.715481186	6.817523888	8.738882333	8.92537307	8.884651086	8.826613724	9.099241898	9.468695138	7.835684229	7.295910405	7.525391357	6.334399297	5.620063522	5.610366881	5.290409908	4.664336211	4.562560893	4.621770255	4.872259764	4.717016914
ostta11g02950	6.30458426	7.333277407	7.453984755	3.829480809	5.010980137	4.632740918	4.016493199	3.539601238	3.152378019	4.450087606	4.278101895	4.141508916	6.248017346	6.344534572	6.312166749	7.840458809	7.900693307	7.839434407	7.564842085	7.9982077625	7.858452584	6.069842426	7.270153011	7.540808904
ostta11g02970	2.608366	2.167122	2.022457	5.917913	5.616195	5.396609	7.475465	7.648475	7.742567	8.903761	8.374047	7.916608	8.452988	8.452988	8.452988	8.794181	8.519389	8.209941	7.554972	5.96337	5.921327	5.983317	2.734831	2.564662
ostta11g02980	2.07424966	1.668558548	1.298281414	5.766435317	4.765675411	4.558909451	7.277234441	7.596521711	7.583848479	8.690708155	8.182451142	8.215511345	10.376134583	9.782686813	10.079410698	9.208544935	8.485535966	8.323071567	7.708897531	5.730863715	5.896645613	5.96449592	2.891995905	2.569977676
ostta11g02990	6.563533	6.920207	6.623222	7.615812	7.204264	7.222126	8.100717	8.206105	8.176829	8.478926	8.472792	8.259082	8.348329	8.433305	8.458265	8.311388	7.884755	8.114864	7.663661	7.946951	7.99185	7.210324	7.394047	7.410901
ostta11g03000	6.885895593	7.008533889	7.030377861	6.724942472	6.965832474	7.246662182	6.825723108	6.818340791	6.72356093	7.103203346	7.13992235	7.210029462	7.245040698	7.547544459	7.455703302	7.715954715	8.032785099	8.021999339	7.628265871	7.841375362	7.685964359	7.318095292	7.316749584	7.30198391
ostta11g03010	5.321165	4.728091	4.536636	7.730252	7.670591	7.846703	8.259102	8.422732	8.222625	8.654376	8.552016	8.366929	8.719553	8.600216	8.659885	8.234187	7.322332	7.499211	6.65732	5.465173	5.204256	5.240226	5.035847	4.726078
ostta11g03020	4.251388	3.815362	3.733926	7.05616	6.336291	6.088104	8.242705	8.321611	8.267826	8.119705	8.8707	8.56249	8.561151	8.824288	9.063213	7.498876	7.349958	7.381711	5.92714	5.094641	5.033331	4.601091	4.229915	4.083345
ostta11g03030	7.635044	7.027421	7.011295	7.678329	7.114813	7.396571	7.66974	7.601888	7.345932	7.851778	7.676189	7.243712	8.073252	8.156518	8.316328	7.878555	7.767684	7.739563	7.800971	7.256797	7.400973	7.913601	7.078031	7.043306
ostta11g03040	7.863847	8.127633	7.885682	7.01753	7.21521	7.221066	6.620025	6.618882	7.122442	6.662169	6.753185	7.312558	6.866637	6.847099	6.810696	7.230818	7.527379	7.488843	8.018781	8.026615	7.853368	8.167994	8.319674	8.314363
ostta11g03050	7.636826	7.710669	7.662807	7.562046	7.641853	7.473735	7.164768	7.099385	7.090115	7.09612	6.898012	7.011038	7.531735	7.675878	7.667047	7.832394	7.746556	7.798954	8.066004	7.973231	8.120601	7.903532	8.072863	7.923897
ostta11g03070	3.934655	2.843044	2.435535	6.561835	6.739815	6.383856	8.583045	8.583045	8.583045	8.198887	8.198887	8.198887	7.542003	7.542003	7.542003	6.885119	6.847739	6.9225	5.856092	3.821965	3.663001	4.229788	2.79276	2.658884
ostta11g03080	7.505111929	7.567859103	7.384128939	7.0108105	6.616896335	6.423098392	8.450901575	8.627315355	9.117651686	8.560674917	8.651813539	9.152816131	7.809079972	7.53221315	7.527135968	6.909874123	6.577319598	6.341748621	7.224716562	6.933840376	6.328425193	7.051072813	6.965533376	6.816939701
ostta11g03090	8.148876	8.301398	8.225137	7.116377	7.34636	7.100944	5.850564	6.070783	5.961542	5.376692	5.326785	5.099924	5.794821	5.406667	5.283823	6.47305	6.654911	6.381676	6.8121	6.947472	6.956192	7.013028	7.374671	7.280824
