gene ZT00_0 ZT00_1 ZT03_0 ZT03_1 ZT06_0 ZT06_1 ZT09_0 ZT09_1 ZT12_0 ZT12_1 ZT15_0 ZT15_1 ZT18_0 ZT18_1 ZT21_0 ZT21_1
Cre17.g713950 0 0 0 0 0 0 0 0 0.788692 0.300071 0 0.432821 0 0 0 0
Cre17.g714050 0 0 0 0.0360803 0 0 0.0662765 0.156538 0.11823 0.184578 0 0.0860426 0.0943504 0.0589591 0 0.080458
Cre17.g714150 2.2065 0.545664 6.24239 6.17935 12.9685 10.2816 6.22029 6.90236 0.501061 0.360792 0.254284 0.171648 0.249282 0.198628 0.195974 0.326124
Cre17.g714200 0.28664 0.443976 0.462226 0.334633 0.768966 0.577579 0.748348 1.17105 0.382586 0.365379 0.36054 0.262014 0.364499 0.414739 0.59003 0.609093
Cre17.g714229 3.61561 3.74458 2.8999 3.47352 3.67665 3.98846 5.69115 5.13568 2.58968 2.66777 2.65172 2.58303 2.92563 3.12582 3.43969 3.50712
Cre17.g714300 0 0.0260642 0 0.0704314 0.0462327 0 0.0326319 0.153561 0.319284 0.392906 0 0.399702 0.229665 0.203559 0.278455 0.278264
Cre17.g714350 0 0.0512644 0.350208 0.184116 0.242074 0.385175 0.342221 0.251312 0.760306 0.472345 1.25702 0.797923 0.869843 0.534008 0.381863 0.417375
Cre17.g714500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g714600 0 0 0 0 0 0 0.294375 0 1.60551 0.183818 2.2313 0.200456 0 0 0 0
Cre17.g714700 1.28112 1.77206 1.70151 1.81079 1.73518 1.6971 1.23994 1.34339 1.56688 1.6302 1.66235 1.93643 1.36671 1.47843 1.78711 1.55739
Cre17.g714750 8.01917 3.73113 3.4052 2.86821 3.79264 2.8656 2.87582 3.02719 11.7575 7.81765 6.05677 5.05144 2.40044 2.33169 7.04384 5.99407
Cre17.g714950 7.63042 7.87508 5.12069 5.35454 4.37521 4.35462 2.57109 3.16816 29.7744 21.5771 16.3127 20.3936 13.1074 20.8655 22.3793 19.3286
Cre17.g715050 1.80571 2.456 2.45429 2.11754 2.25747 1.79643 1.45189 1.67381 3.79707 3.17241 3.48842 3.55743 4.12174 3.42563 3.954 3.46949
Cre17.g715300 12.273 13.802 16.7209 15.6536 18.4206 16.3454 15.1877 15.0838 29.6349 23.7337 23.6171 27.1152 43.1506 40.9512 37.4394 42.5879
Cre17.g715350 39.6807 20.0191 43.9392 44.1343 55.6011 49.19 73.0417 61.4482 67.2932 40.422 37.3583 37.1658 28.9674 22.5707 27.6819 25.8323
Cre17.g715500 17.2698 25.8986 171.852 149.808 163.152 144.905 38.0368 50.3344 15.2857 7.634 20.1044 17.055 15.2837 12.1385 12.1834 10.7473
Cre17.g715653 17.8611 19.6471 10.1615 10.5468 11.5849 11.7403 16.1592 16.1005 26.9847 21.3456 17.1693 25.2747 15.3582 18.4392 15.3178 13.4143
Cre17.g715700 7.08834 8.42736 3.61555 4.51033 5.36196 4.44974 6.14804 4.7995 2.84486 2.56299 1.92359 2.31119 1.81694 1.61147 1.96706 1.84494
Cre17.g715900 12.6137 19.4374 7.87075 6.71612 3.83267 3.82255 50.1421 35.9113 79.2154 68.3769 36.1741 44.775 17.4433 20.1446 16.9257 17.191
Cre17.g716000 0.429308 0.288747 1.38767 1.48314 3.19625 2.71248 5.6473 5.57449 2.28871 0.30556 1.99163 1.56956 1.29932 1.02718 0.718868 1.10186
Cre17.g716050 5.43148 5.76449 4.99079 5.18048 4.0847 3.86181 2.80656 3.2958 1.02658 0.412667 0.646473 0.838048 1.20194 1.33992 1.90996 1.28927
Cre17.g716150 0.745311 0.83761 0.525497 0.425918 0.484317 0.192655 6.59004 3.62015 9.77334 9.40442 4.29633 7.50034 1.26021 1.90783 1.51137 1.0177
Cre17.g716301 0.294556 0.271878 0 0.150203 0 0.0465091 4.05354 2.54775 4.40317 3.4438 2.95832 3.35014 0.957689 0.937628 0.408106 0.263908
Cre17.g716350 0.30844 0.491576 1.86468 1.57294 3.25825 3.89584 2.13785 2.66745 0.777911 0.298282 1.58837 1.29462 0.77505 0.865983 0.603072 0.315681
Cre17.g716400 113.593 120.914 14.8058 16.3333 8.44914 10.9763 25.494 22.9018 19.3875 8.26898 26.5542 27.8211 29.3419 28.5184 33.4634 34.3902
Cre17.g716600 0.105671 0.213876 2.70073 2.82192 4.41476 3.3103 4.46022 3.69766 4.24717 1.00124 2.08073 2.5998 2.29563 2.08459 2.09062 2.03671
Cre17.g716650 8.52338 14.0876 15.3534 16.0038 6.90357 8.19532 5.82561 5.51619 7.52269 9.12171 7.16908 6.85672 10.4418 9.5639 7.87557 6.65145
Cre17.g716800 1.96837 2.60898 4.23426 4.02632 3.61741 3.58737 1.6187 2.27386 0.97069 0.692606 2.03097 1.75036 2.303 2.18437 2.27768 2.34722
Cre17.g716900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g716950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g717050 0.186948 0.510518 0.820067 0.711114 0.819122 0.957237 0.272111 0.388808 0.105056 0.0592894 0.0868189 0.220253 0.396926 0.601607 0.918852 0.592177
Cre17.g717100 39.7837 38.6995 37.6147 34.5435 31.0709 27.5838 13.7066 16.4484 8.82597 6.98151 8.69039 11.1601 23.9886 24.0658 32.6601 31.1351
Cre17.g717150 0.482868 0.705086 3.62672 3.5456 2.11252 3.11078 2.6177 2.57765 15.4298 8.46046 9.99812 10.5524 6.93588 7.59589 5.78576 7.30637
Cre17.g717250 0.540696 0.544043 1.68166 2.15093 3.23352 3.17544 3.47388 4.08754 1.84815 0.530294 0.918722 1.16401 0.527591 0.667661 0.528359 0.705205
Cre17.g717300 15.2362 12.1459 9.12166 9.27541 8.34958 8.90846 7.08228 6.15069 6.12014 1.7687 6.49536 7.42069 15.2112 14.6858 20.0027 18.4828
Cre17.g717500 5.91754 5.50442 2.19943 1.26591 1.65745 1.04007 8.27338 3.8773 8.74174 8.10376 5.21348 7.41582 2.33007 2.26615 2.7944 1.7407
Cre17.g717550 0.391215 0.77135 0 0.334039 0 0.369059 11.248 5.46143 6.82694 15.0782 4.79288 7.54284 0.350826 1.28747 0.560162 0.438015
Cre17.g717750 23.4575 22.0645 21.1204 13.0154 17.7698 17.7787 14.0575 12.8225 11.6624 3.04454 10.5241 9.30915 9.33215 6.21576 6.00748 5.73816
Cre17.g717950 40.495 28.1791 4.12687 7.39714 3.97039 4.68003 1.53465 1.74732 18.2448 2.14946 17.1509 27.5605 13.7652 29.716 16.5262 33.5934
Cre17.g718050 2.12195 2.56645 5.16216 6.1447 10.0063 8.44479 11.1107 9.88356 10.378 6.80899 5.64162 6.48192 7.22154 6.13351 7.56236 6.91843
Cre17.g718150 0.481109 0.869117 0.620599 0.700239 0.169022 0.2444 0.261025 0.153166 0.309022 0.451829 1.09064 1.21462 2.64461 4.0365 5.81178 5.55058
Cre17.g718185 0.625295 0.893837 1.25745 1.48732 1.55188 1.0865 1.6453 1.08265 1.79364 0.32809 1.55796 1.76397 2.58464 1.95603 1.58361 1.81924
Cre17.g718250 0.63984 0.425935 7.51211 5.08464 7.87925 7.96792 9.07219 9.29622 7.9137 11.1442 6.56779 4.72022 3.13425 2.96705 2.73739 2.59127
Cre17.g718300 20.2211 19.2732 20.7148 22.9594 23.5657 18.2868 20.1545 19.5046 18.7747 13.6489 11.1334 13.6831 16.4622 14.3955 17.4818 17.0182
Cre17.g718400 0.0748623 0.0943861 0 0.0127201 0.0334387 0.0709466 3.42625 2.49936 3.42342 2.26983 2.37296 2.61531 0.928516 0.758414 0.495169 0.518612
Cre17.g718600 0.75 2.40751 6.43162 5.10349 15.0463 11.715 22.8959 20.8736 17.7048 5.29935 14.2313 10.4481 6.5303 5.32782 4.34545 3.8394
Cre17.g718700 0 0 0 0.0424259 0.166949 0.0590682 0.15698 0.0924093 0.34927 0.415528 0.28889 0.278677 0.166091 0.174805 0.273895 0.191101
Cre17.g718750 0.299449 0.906107 5.80873 5.20253 4.88205 4.39869 6.30902 5.7763 23.5439 17.856 15.0481 15.3118 8.95354 11.2709 6.27214 7.92324
Cre17.g719200 0 0 0 0.189579 0.247101 0.394079 0.432964 0.204995 0.773653 0.179033 0.213626 0.451552 0.496493 0.153903 0.669708 0.524511
Cre17.g719250 12.4774 6.44476 8.50837 9.00722 15.2671 13.2937 14.7978 14.8111 16.1443 17.2017 13.9139 14.0845 16.4141 14.7464 16.116 15.3364
Cre17.g719400 19.2793 26.9413 25.0203 17.5981 12.5185 14.2198 13.8987 15.3473 19.0529 17.9437 22.7747 18.1648 15.2538 13.8497 12.5994 12.5993
Cre17.g719500 1.92668 1.67349 5.11463 5.33793 9.46129 10.0393 3.43106 5.71394 0.243026 0.366017 0.148857 0.176089 0.298952 0.0541228 0.117786 0.073994
Cre17.g719522 3.90611 5.16951 2.52322 2.80495 2.82972 2.24402 4.67498 4.39303 3.17336 4.60228 5.49331 4.96477 6.1833 7.02079 8.34769 8.37232
Cre17.g719550 13.0148 22.2676 12.863 15.4285 14.3216 16.1989 17.9774 17.997 24.8836 23.8134 32.0542 32.8502 27.9994 26.9931 23.134 23.2622
Cre17.g719651 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0468894 0 0
Cre17.g719701 5.70468 5.65403 10.5575 7.25333 8.45784 8.64159 8.3354 8.97506 2.8729 2.58653 2.09059 2.11424 1.96348 1.1175 1.04221 0.327141
Cre17.g719750 20.7566 19.2068 13.0718 13.3682 12.4303 10.6086 4.58767 4.21001 3.94714 2.46024 5.16833 4.98956 10.6764 10.8265 11.9 12.1139
Cre17.g719771 7.15803 4.96617 7.02962 7.57719 7.54757 6.42762 3.44232 3.0316 1.75537 1.00188 1.13103 1.23894 2.1193 1.86207 2.52438 2.17811
Cre17.g719792 1.87024 2.24729 1.04037 1.1587 0.95329 1.07519 0.84004 0.49466 0.41128 0.296062 0.206188 0.352681 0.771001 1.272 1.1398 1.73798
Cre17.g719813 0 0.292814 0 0.200125 0.104524 0 0 0.520399 0.19648 0.203643 0.361537 0 0.209441 0.0652584 0.283988 0.44511
Cre17.g719834 0.166534 0.16821 0.286802 0.273447 0.347303 0.184179 0.175439 0.288464 0.280546 0.288023 0.0858839 0.135305 0.368569 0.422454 0.749162 0.87761
Cre17.g719855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g719876 0.44337 0.569295 0.923851 1.14087 0.731984 0.808515 0.982259 0.937398 0.58463 0.425247 0.343204 0.346392 0.196091 0.317791 0.318582 0.210863
Cre17.g720000 3.03527 0.730896 1.07012 1.31265 2.34212 2.45178 2.22178 3.12253 2.07129 1.39626 1.49357 1.35911 2.99393 1.98106 3.85497 2.57677
Cre17.g720100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g720183 2.73228 2.46501 2.57761 3.70282 1.88346 2.58742 2.36028 2.02409 3.58166 0.413723 5.90953 4.41609 4.38469 2.68011 2.27237 2.66358
Cre17.g720250 101.798 251.486 7188.85 6115.6 7820 7407.04 2777.97 3998.59 121.292 32.8598 34.267 15.3658 119.93 30.4617 90.9249 33.4458
Cre17.g720261 0.815827 0.979602 2.52668 3.05492 2.626 2.72672 3.10996 2.96896 2.61284 1.11723 2.52555 2.5769 3.35648 3.16567 3.43742 3.46546
Cre17.g720350 7.16211 6.58685 0.699217 0.457107 0 0.0847156 75.2117 39.4601 149.365 121.571 56.7133 84.9327 11.7057 16.1363 6.56604 6.47989
Cre17.g720450 36.7622 46.6357 33.8309 30.4566 25.7827 26.4082 12.06 11.7244 10.7262 9.68721 10.003 11.7271 13.4733 15.5159 19.1529 17.8777
Cre17.g720550 0 0.381445 1.31334 2.0657 2.08847 1.67758 1.63192 3.8429 2.94029 1.23586 2.14879 2.0558 0.954745 1.31192 0.895072 1.01749
Cre17.g720700 0.0942546 0.233534 3.28546 3.32823 2.90711 2.8602 3.53637 3.49956 4.86562 4.41642 3.93845 4.29914 4.00404 4.04109 4.60541 5.47094
Cre17.g720750 20.495 20.8691 5.28007 6.26821 4.41907 5.81286 7.82177 6.1105 6.9953 7.49023 8.33324 7.83219 9.43853 11.7095 12.6473 12.2913
Cre17.g720900 0 0.116841 0.0663683 0.244431 0.252679 0.243623 0.0487434 0 0 0 0 0 0 0 0.0126158 0
Cre17.g721150 18.6415 17.4752 11.0958 10.0049 7.20699 7.289 7.91889 6.66707 6.61954 6.08751 7.11492 7.61597 7.25861 7.39092 9.13436 8.68902
Cre17.g721250 2.6691 3.34333 13.4981 13.4968 13.9431 12.838 11.8664 9.83939 70.19 50.3583 54.0168 49.6445 43.5765 43.361 35.2714 39.6653
Cre17.g721350 0 0.0978085 0 0.133232 0 0.185096 0.122531 0 1.4202 0.59869 0.602826 0.158911 0.0870694 0.109031 0.04745 0.074413
Cre17.g721517 0.570648 0.502883 0.246297 0.678935 0.424594 0.7659 0.779454 0.705171 0.719829 0.0850497 0.514401 0.540855 0.885391 0.641266 0.697794 0.767134
Cre17.g721600 23.413 23.3251 16.5452 17.3126 11.7023 10.6935 25.7894 19.3664 12.0812 8.63693 11.1716 10.1735 10.7092 9.54039 9.44583 9.89034
Cre17.g721800 10.3778 9.46659 7.37973 7.14585 7.4436 7.36691 5.75025 5.75907 6.52772 1.35687 5.37625 5.33432 4.82856 3.6244 2.83932 2.53682
Cre17.g721950 22.7554 14.8433 11.2799 10.8394 10.1966 10.3865 10.4247 8.23542 8.9904 7.00005 10.147 9.92437 14.1585 13.4611 16.1492 16.0997
Cre17.g722000 2.24997 2.62519 3.44462 3.77252 4.83887 3.77847 3.96332 3.41157 3.52522 0.639148 4.97709 4.09189 3.40125 3.15869 2.94962 2.55154
Cre17.g722150 85.8206 60.8331 42.8658 37.3441 45.797 47.6809 72.37 66.3099 38.566 29.3141 24.2553 28.1833 15.8971 12.7342 126.015 143.211
Cre17.g722250 10.8735 14.277 5.94722 6.18167 4.67066 5.48305 7.35065 6.98232 11.8722 6.2692 15.3603 14.2139 14.879 16.6012 13.9224 15.2716
Cre17.g722350 46.9771 60.5383 33.6306 32.2677 30.4881 29.669 54.1011 47.5644 63.943 47.9158 51.2791 50.6629 35.6161 36.6369 25.7901 25.6855
Cre17.g722450 2.02301 3.44399 3.36817 3.43854 4.3866 4.42644 2.79343 2.99982 1.67418 2.02386 2.75385 1.99567 2.3062 2.02961 1.90813 2.25682
Cre17.g722526 0 0.340975 0.253913 0.364914 0.173553 0 0.183068 0.144043 0.163216 0 0 0 0 0.1629 0 0.0741199
Cre17.g722650 44.6377 39.0702 12.2339 20.7926 26.164 27.4462 26.6229 26.3275 96.0709 64.4397 177.703 143.63 158.343 165.363 187.422 173.666
Cre17.g722700 44.83 24.2672 23.2503 18.1152 24.8868 20.9541 29.2852 28.3858 39.9504 29.4812 21.7578 23.3643 17.2549 14.4992 15.8904 13.791
Cre17.g723000 2.39228 3.04862 2.58983 2.5976 3.40749 3.15089 2.01964 2.01872 1.81794 1.21986 2.92673 3.06569 5.06728 5.56444 4.82254 5.28642
Cre17.g723050 3.719 4.94962 2.4518 2.60755 1.4779 1.87035 0.975562 0.925646 1.5906 1.16132 1.86214 1.99937 2.58415 2.75363 3.07436 3.274
Cre17.g723100 0.284484 0.143262 0.368357 0.306236 0.550359 0.314448 0.298917 0.281244 0.239242 0.169609 0.0732683 0.154077 0.16815 0.239776 0.371071 0.109272
Cre17.g723150 5.44521 5.55797 12.6697 11.6385 11.1628 9.98257 14.8699 15.8476 13.3953 5.76356 10.9835 11.5711 9.61299 8.04173 7.56729 7.89671
Cre17.g723250 97.9539 95.5035 51.6283 53.1063 52.3668 50.7518 40.0221 45.9899 19.7713 14.119 18.7999 23.4457 23.0137 26.4731 26.3154 28.9522
Cre17.g723350 45.0552 7.50994 25.7595 15.5562 56.2276 38.9797 27.2164 16.2908 2.31041 0.94782 5.9887 3.1702 16.3033 4.63771 9.45041 4.0179
Cre17.g723550 13.0277 19.5815 87.7177 81.2621 43.4329 45.0286 35.4952 34.5284 38.3061 37.6703 43.6099 35.8647 36.2103 33.0742 32.9186 34.3477
Cre17.g723600 1.21023 2.90217 11.493 10.1458 11.0858 10.5827 8.98541 9.47692 28.8599 26.1114 25.7417 24.4222 27.0041 30.7902 25.0531 26.2137
Cre17.g723650 8.19603 10.4945 81.1833 78.4279 51.1225 55.3805 53.7323 61.5993 231.618 194.932 199.463 184.874 197.278 224.125 252.554 228.658
Cre17.g723750 39.7805 20.0406 9.15563 6.42464 21.0979 17.1567 65.6887 66.0784 241.025 126.676 53.462 67.7771 30.947 29.2565 29.7317 25.2188
Cre17.g723950 3.60939 6.09874 8.20367 6.85227 6.44665 6.2143 6.99616 5.02711 12.762 11.591 12.6541 13.2133 15.216 13.9819 14.6058 12.8919
Cre17.g724050 0.243394 0.336406 0 0.0206933 0 0.0576267 5.39935 2.07365 13.0857 12.521 8.0798 11.2948 1.29609 2.18335 0.593927 0.74594
Cre17.g724150 35.9735 8.89929 10.0762 10.2574 12.4394 11.5976 16.2993 16.1645 14.8586 17.9878 8.59574 8.98263 8.32199 7.41842 7.3532 6.75135
Cre17.g724250 56.5581 32.3056 25.7099 25.6081 25.2755 23.2763 20.4304 21.909 21.6187 19.2196 31.8249 26.4693 23.9559 22.9932 20.8856 21.4077
Cre17.g724276 0.312498 0.619631 0 0.0532985 0.138743 0 0 0 0 0.0665738 0 0 0 0 0 0
Cre17.g724300 258.14 317.769 3163.32 2859.71 3053.52 3361.05 1917.18 2461.29 959.236 538.239 257.702 158.194 230.621 113.66 127.174 96.6933
Cre17.g724350 22.9939 33.831 51.0268 60.9939 75.4893 59.044 137.412 124.199 60.1526 55.9457 29.3258 27.0197 13.5294 9.30068 6.90382 7.73645
Cre17.g724400 5.01857 7.29355 16.2993 11.4497 10.8584 12.0873 7.04765 6.22811 21.5527 11.2503 23.4556 18.9441 16.8504 15.0294 13.6933 10.7165
Cre17.g724450 2.63766 1.6969 0.885609 2.57379 1.91885 1.75847 3.26357 2.1004 3.23106 4.08166 2.86801 3.17456 3.37829 2.60677 4.29956 3.41371
Cre17.g724500 5.30655 4.43397 3.2066 3.44961 4.09506 4.12644 3.19661 3.82977 3.74992 5.32537 3.35696 4.09614 5.28324 5.99533 6.68835 6.59937
Cre17.g724600 6.78819 10.1007 17.7094 17.5745 17.344 20.7376 2.97651 5.3246 1.51664 1.40662 2.66027 3.27656 3.35897 3.34314 3.2233 2.75771
Cre17.g724700 1.54441 1.67679 0.624984 0.689078 5.04167 2.78916 9.70504 8.08694 4.68076 3.27899 0.596607 2.07806 0.770268 1.19305 1.53424 1.14917
Cre17.g724800 0.220344 0.278211 0 0.0280707 0 0.104439 4.10875 1.88112 9.00164 11.1604 4.47442 7.37359 0.682714 1.67693 0.594759 0.785955
Cre17.g724873 2.82579 2.89784 0 0.46192 0.145512 0.411796 0.205368 0.0805503 0.426293 0.436009 0.419692 0.551826 0.578465 0.853992 0.663746 0.833788
Cre17.g724950 1.21187 1.2448 3.42032 3.35056 5.77374 4.47072 6.00341 7.06041 3.64975 4.27185 2.19839 2.4232 1.97671 2.20213 1.96366 1.88709
Cre17.g725000 4.68177 3.30119 6.19526 5.39233 7.37356 7.2524 6.31486 6.14548 6.97282 6.32179 5.60893 6.54073 9.09855 9.04297 9.4693 8.10053
Cre17.g725050 38.4351 33.9119 33.3496 31.6653 31.0962 26.0226 52.7219 46.065 13.8223 14.1375 19.2807 16.1299 14.9154 12.6683 12.1936 12.7474
Cre17.g725200 62.1981 24.1867 19.3872 15.7973 20.2915 18.0756 19.3596 16.3218 14.4863 15.193 16.347 16.4513 21.7602 22.1033 46.9854 43.5778
Cre17.g725250 2.32077 1.69192 2.3593 1.47893 2.14684 2.27767 2.01336 2.70504 2.11536 2.06253 5.44541 3.88875 4.26024 4.2889 3.59155 3.5699
Cre17.g725301 71.5917 76.57 47.0026 42.3031 43.273 36.0816 40.4682 40.1809 15.1765 11.852 14.7839 14.7178 17.6127 17.2047 20.9422 17.1474
Cre17.g725400 135.817 181.704 239.854 198.383 266.675 255.786 256.65 262.095 384.37 250.881 308.2 293.24 196.382 181.737 128.305 137.411
Cre17.g725500 89.0521 92.4587 144.658 134.891 95.9707 107.821 44.3174 54.3891 74.807 55.9136 178.801 157.98 144.141 151.831 102.418 101.545
Cre17.g725550 0.0688855 0.0521331 0.445249 0.187256 0.646248 0.946678 16.6833 11.859 31.4314 33.3241 13.3698 15.9504 15.3449 14.1387 13.237 15.4388
Cre17.g725600 0.0647068 0.0653142 0.41813 0.307798 1.04076 0.858639 1.43063 1.58472 1.38023 1.19445 0.75062 1.10401 0.34382 0.255143 0.190383 0.199426
Cre17.g725650 9.29226 21.1022 30.3117 26.8421 17.5004 19.4929 14.0848 13.5739 21.2072 18.4674 28.1903 23.3005 21.9982 21.8026 17.6566 17.5391
Cre17.g725800 1.44181 2.50585 6.42536 3.88387 5.2523 4.63139 11.8467 10.4145 18.8481 9.01615 19.7126 20.0202 12.492 7.25651 7.14806 6.9561
Cre17.g725851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre17.g725900 0.429743 0.387395 0 0.0312873 0 0.0290961 7.99068 5.19457 9.0128 16.8597 5.36553 6.8833 0.67951 1.47012 0.481813 0.567815
Cre17.g726000 105.014 57.1442 27.48 30.8129 24.8499 24.9256 25.2517 31.0324 9.40702 11.4181 11.5314 8.15362 9.32029 9.17429 8.85533 10.0483
Cre17.g726100 49.401 29.0891 17.8101 14.7257 9.65146 9.23626 10.2721 12.8455 4.63369 9.8167 6.46742 5.35246 5.47426 3.6453 3.97791 5.86703
Cre17.g726200 26.6567 25.284 30.0549 27.9334 32.0099 27.3386 23.6184 25.7625 13.7889 12.2751 14.0659 15.8135 26.8797 26.2813 28.9367 31.4855
Cre17.g726250 5.05148 4.14503 6.36581 6.48442 7.57441 7.67992 9.27694 10.6498 10.3599 5.26916 12.2785 7.49154 4.76069 4.23725 3.35299 3.85847
Cre17.g726350 23.3163 21.3984 16.4248 13.7657 20.6486 17.8753 9.17494 13.9078 2.87517 2.81039 3.1688 3.61009 5.46799 4.26076 3.29543 3.62248
Cre17.g726450 86.7036 87.0191 127.97 86.1766 76.8688 76.0014 9.58996 12.8071 6.386 2.85 13.6884 12.1423 13.766 11.0639 9.14549 9.02376
Cre17.g726526 0 0.0411816 0 0 0 0 0.0257755 0 0 0 0.126299 0.0497808 0 0.0459559 0.0200029 0.0628434
Cre17.g726550 0.1126 0.0142159 0 0 0 0 0 0 0 0 0 0 0 0.0317355 0.0138138 0
Cre17.g726600 0.045698 0.133561 0 0.00776087 0 0.0998753 0.0289035 0 0 0.0309965 0.035361 0.027847 0 0.0257817 0.113524 0.0352763
Cre17.g726650 71.2172 98.2911 22.6573 21.7687 6.92123 9.77562 19.0646 15.7466 25.4145 19.4883 24.9907 23.4191 28.2428 29.3457 26.1708 26.72
Cre17.g726750 742.911 486.197 293.282 254.69 261.814 268.931 127.324 155.293 316.899 282.537 407.223 505.136 496.649 609.316 603.119 780.888
Cre17.g726900 0.128376 0.87062 4.16438 3.49303 6.4708 6.99012 10.4577 9.50874 10.3501 11.3938 5.35073 5.9703 4.78653 4.53191 3.00564 3.48949
Cre17.g726983 9.24265 3.78639 3.49754 1.25822 2.77071 1.59043 3.53094 3.85392 6.52674 5.3946 5.05037 5.3024 4.03342 3.51971 3.67533 3.84433
Cre17.g727100 159.594 220.391 194.484 172.683 91.0804 108.382 59.7239 59.5477 95.324 66.5522 93.6788 74.9224 62.4228 53.1853 41.4996 40.3484
Cre17.g727326 22.9098 9.35382 9.06819 9.10898 13.4705 10.752 10.4535 11.113 21.5013 16.5497 23.3025 17.6403 17.5275 15.029 12.9924 12.2831
Cre17.g727400 2.40155 2.0561 5.50353 9.17894 17.7641 16.1838 28.3678 21.3373 54.5066 42.1305 57.5493 49.2865 25.5961 26.925 11.3916 15.1782
Cre17.g727650 21.7601 28.7673 6.67635 5.20619 4.3068 4.56855 7.15369 6.5406 3.38164 4.41378 5.05849 4.4897 5.85522 5.54493 5.0465 5.88696
Cre17.g727750 6.99115 9.36776 4.9374 3.90543 2.53553 2.56383 2.05822 1.69794 3.94 4.38592 3.16438 3.92979 5.01911 5.42105 6.67412 5.6184
Cre17.g727801 17.1325 12.0767 6.7803 6.0135 6.2348 5.65846 3.99314 4.7842 6.42602 7.39403 2.51554 3.23416 3.55286 3.45432 5.54241 4.24805
Cre17.g727850 0.0773836 0.0783329 0.631853 0.560567 0.576803 0.391404 1.16806 0.843318 1.58074 1.48816 1.19833 1.57193 0.319331 0.298824 0.374368 0.299271
Cre17.g727900 0.367903 0.130358 0 0.0166565 0.109695 0.0465219 0.699073 0.619653 1.63413 0.975204 1.61426 1.78864 2.86272 3.0912 3.97039 3.84208
Cre17.g728050 0.969678 0.809909 1.89126 1.23741 3.02519 3.2888 2.94173 2.63083 6.50613 2.45588 4.85997 3.87256 3.01672 2.93515 3.69471 2.71352
Cre17.g728100 95.2109 98.6767 42.4854 40.8363 31.9763 37.6702 19.4707 21.5001 6.66319 2.97359 3.08754 4.51683 3.04489 2.38836 3.05599 2.83222
Cre17.g728200 16.0568 22.4114 24.3514 25.7918 26.8037 29.727 22.2871 20.1537 29.6671 27.6224 29.2566 24.7745 21.9648 22.2638 15.4728 12.3796
Cre17.g728250 2.26762 1.17238 0.283771 0.325683 0.83384 0.701053 1.26021 1.43326 1.87232 1.46321 0.945892 1.1768 0.880263 1.00268 0.841284 0.892644
Cre17.g728300 0.532002 0.746133 1.22188 1.08446 1.18862 0.728421 1.51285 1.00917 6.55474 2.59817 3.52059 4.65856 3.00937 3.63106 3.82804 3.85071
Cre17.g728400 0 0.0287388 0.0732305 0.0289278 0.177781 0.107716 0.512458 0.506342 0.431002 0.128918 0.439692 0.44415 0.163229 0.224608 0.279345 0.285452
Cre17.g728450 22.9185 10.6403 4.86974 5.14316 5.32761 4.78733 3.92606 4.31449 2.57311 0.877745 2.52094 3.21448 5.89969 6.67668 7.44504 7.93802
Cre17.g728483 0 0.0172498 0 0 0 0 0.280687 0.202982 0.767516 0.0615371 0.687349 0.29165 0.272527 0.195518 0.318435 0.210658
Cre17.g728600 1.43495 0.622941 0.309375 0.717962 0.925699 0.717672 2.46512 1.83322 9.95057 2.70058 4.43686 5.13275 2.3664 2.71341 2.40115 2.33065
Cre17.g728750 0.116102 0.351746 0.0749926 0.039444 0.103763 0.0825419 0.293495 0.517093 2.49348 0.248673 1.39199 2.40541 0.436864 0.523483 1.21051 0.917531
Cre17.g728800 1.12008 0.985854 1.74224 3.31345 18.0439 14.2694 40.1337 42.7475 38.8126 12.5472 23.873 19.8361 13.5145 12.1296 8.42506 8.59003
Cre17.g728900 6.82037 10.1304 13.8893 14.0979 14.3013 13.3825 10.8423 10.511 6.58186 2.63022 7.0234 5.73859 6.91437 5.74214 5.84482 5.68939
Cre17.g728950 11.8398 15.2173 11.9747 12.1159 4.1674 6.17359 0.811075 1.09888 0.90055 0.490368 1.48862 1.64338 2.5106 3.18587 3.58496 3.44521
Cre17.g729000 0.0333617 0.0549146 0 0.00566338 0.0074619 0.00791086 0.792821 0.55791 1.53861 0.725196 0.943103 1.25715 0.103217 0.377347 0.209431 0.0903972
Cre17.g729101 0 0 0 0 0 0 0 0.0345848 0 0 0 0 0 0 0 0
Cre17.g729150 140.562 113.564 110.005 94.743 79.783 75.11 70.0409 68.936 75.981 46.9782 46.4304 38.7997 32.3604 29.2462 24.3227 23.6184
Cre17.g729301 0 0 0 0.0733157 0.0640617 0.340055 0.72228 0.425468 1.24605 1.01661 1.44095 1.57553 2.16952 1.44729 1.32979 1.64764
