gene ZT00_0 ZT00_1 ZT03_0 ZT03_1 ZT06_0 ZT06_1 ZT09_0 ZT09_1 ZT12_0 ZT12_1 ZT15_0 ZT15_1 ZT18_0 ZT18_1 ZT21_0 ZT21_1
Cre13.g578501 0.417225 0.557932 0.461176 0.627453 1.87909 1.44133 11.1235 9.18856 5.4864 8.45355 2.44563 3.70488 1.33102 1.54047 1.69288 1.92398
Cre13.g578650 89.0635 91.4269 116.436 106.146 68.8355 79.501 6.11685 9.90112 3.19784 3.19295 9.0392 7.93629 24.2996 19.9905 32.1271 27.4375
Cre13.g578676 0 0 0 0.0219624 0.0576054 0 0 0 0 0 0 0 0 0 0 0
Cre13.g578700 0 0.0275524 0 0.0558691 0.0977723 0.0518805 0 0 0.0613779 0.073228 0 0.133484 0.0971756 0 0.0802729 0.168061
Cre13.g578850 2.97979 3.50069 1.86421 1.94863 1.97899 2.4341 2.58725 3.04677 2.33842 4.2851 2.44396 2.34926 3.71814 4.94185 5.63726 5.89672
Cre13.g578900 12.0449 10.9807 15.6388 13.0455 22.2881 19.9904 9.70399 11.6867 3.75791 4.68937 4.27311 3.99242 3.99596 3.10056 2.19287 3.75951
Cre13.g579000 0.0730076 0.129229 0 0.0619871 0.0979265 0.0519206 1.65184 1.08459 4.66697 6.40997 3.02326 3.67042 0.67814 1.17479 1.19321 0.549993
Cre13.g579017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre13.g579150 10.6742 12.6005 11.8096 10.9908 11.8884 12.3735 11.7122 13.9466 8.64834 13.1558 7.67805 7.98364 5.69638 5.51023 4.06164 3.86343
Cre13.g579200 38.7204 25.7766 11.9311 11.9817 6.86123 7.52427 6.02694 5.50489 2.84168 3.25498 3.71176 4.01228 6.67503 6.13891 8.45029 8.13062
Cre13.g579566 0.969594 2.92907 21.8661 25.443 11.794 14.7774 1.4473 2.22834 2.83264 4.16914 4.06508 4.47863 7.76485 10.6368 12.1419 12.5139
Cre13.g579598 5.09824 10.618 75.2847 69.9932 40.3798 41.5136 3.89323 5.93891 8.48212 8.0051 11.0298 12.4595 27.518 25.6663 35.8059 34.9973
Cre13.g579650 0.178306 0.428782 2.18338 2.67145 0.518379 1.10977 0.0705958 0.0496884 0.11906 0.0861321 0 0.144882 0.0295593 0.075594 0.213888 0.25868
Cre13.g579734 1.1823 1.02354 15.8536 16.9653 23.2976 17.7988 34.2856 36.4441 7.14469 6.36191 3.39699 4.15114 2.26783 1.41223 1.43663 1.32416
Cre13.g579850 38.6051 40.185 41.0983 44.2043 57.3172 49.5669 56.6474 58.9897 16.1658 19.2391 15.3905 13.0283 9.66269 8.7338 6.63753 6.17069
Cre13.g579950 41.842 49.3733 61.9449 64.7502 67.7301 58.7965 82.1699 77.5168 49.0132 52.0232 35.4886 31.7088 29.5557 25.3076 26.9502 26.8035
Cre13.g580000 1515.33 1263.39 739.213 742.47 429.66 497.737 529.397 536.611 1279.59 918.275 453.807 545.825 274.106 227.274 629.748 476.395
Cre13.g580100 18.4384 19.8524 10.8255 8.64602 8.46238 7.07751 17.5551 16.3344 28.1036 22.0142 7.19119 10.3853 3.29102 3.36018 4.32498 3.05218
Cre13.g580150 5.12221 10.7455 24.5829 19.3157 28.9683 22.8973 21.9697 22.0183 2.895 3.34113 1.56846 2.48491 1.32062 0.977909 0.857042 0.878545
Cre13.g580200 10.2158 10.8434 17.8883 15.1619 13.7298 15.7683 17.1143 16.2203 17.5595 19.8197 16.9028 14.4017 10.8515 10.1464 7.49815 7.92013
Cre13.g580350 110.099 153.665 274.263 224.944 156.295 177.113 40.3807 55.4466 72.9508 29.5416 107.776 82.75 64.237 52.8027 38.885 45.3116
Cre13.g580600 0.248813 0.666272 1.54205 1.58897 5.44921 4.45822 11.9414 12.2298 8.30122 9.99303 3.88868 4.83159 5.13111 5.82362 6.29148 6.355
Cre13.g580900 237.21 151.006 19.2288 19.8852 11.7244 12.4009 14.2218 12.435 9.38183 8.94175 23.8377 21.1829 37.0626 37.28 39.8502 42.8293
Cre13.g580950 10.2265 7.29131 3.71276 5.68569 7.04021 6.33842 5.57325 5.24388 4.34015 4.72156 4.13525 4.60048 3.81328 3.03404 2.40743 2.16579
Cre13.g581000 0.384755 0.266393 1.43261 1.49078 2.85221 2.80795 2.23864 2.94032 1.29922 1.09336 0.926331 0.978398 1.27785 1.19201 0.861211 0.673268
Cre13.g581050 36.7466 25.4654 21.9875 18.9333 21.0758 19.931 13.7153 15.1253 8.3032 8.35788 12.8602 11.5201 12.7684 10.727 13.2258 12.6512
Cre13.g581100 19.619 10.7551 8.04706 7.15547 5.73456 5.02576 3.47271 3.07634 9.41777 8.67754 5.24011 8.35833 4.84075 6.03476 5.54638 4.63252
Cre13.g581200 0.987683 1.57082 3.53732 3.1241 9.5018 8.89207 8.56048 9.97668 10.9554 9.04142 8.57544 9.07366 9.42364 9.04306 7.7234 7.77705
Cre13.g581350 5.71759 4.2565 5.04795 5.8285 3.45752 4.22941 4.57929 4.44959 5.30235 7.9647 6.09242 5.25425 5.55846 6.39944 6.45959 5.36978
Cre13.g581650 4198.23 4457.12 4321.87 3960.7 1293.5 1831.63 105.387 119.817 310.2 131.343 1157.83 792.518 798.659 624.898 644.439 611.88
Cre13.g581700 0.778457 0.48196 5.30672 5.73535 15.1745 12.1734 7.82016 9.34696 0.496437 0.381818 0.109439 0.244359 0.156716 0.139453 0.19077 0.163484
Cre13.g581801 8.26201 9.33936 6.03247 7.14501 5.26061 6.12373 7.14878 8.00938 3.4644 7.96093 2.46593 2.20974 2.60964 2.78382 2.56359 2.35958
Cre13.g581900 142.586 145.933 26.2454 24.9639 5.70331 12.7491 8.92364 6.31539 33.7745 29.5751 68.8066 58.3226 56.4294 55.7979 47.1404 47.1484
Cre13.g582100 0 0 0 0.0856701 0.111787 0.118818 0 0 0 0.271372 0.193312 0.204154 0.224228 0.278913 0.0606868 0.19019
Cre13.g582112 9.72038 12.0299 5.81531 6.45733 4.81447 4.52765 3.77872 2.39802 4.31474 5.10537 6.66378 6.20377 8.5692 8.79983 8.22296 9.95736
Cre13.g582150 12.0884 10.4822 17.3458 16.9562 15.2154 14.359 12.0447 12.603 5.79677 4.98264 5.82187 4.9104 4.27033 4.30935 4.86606 4.27616
Cre13.g582270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre13.g582290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre13.g582476 3.43969 3.67683 5.70529 5.06945 4.74282 5.45659 3.68193 4.49367 1.3636 1.5283 0.578104 0.850514 0.629334 0.483986 0.403008 0.805805
Cre13.g582600 74.0572 55.6445 8.28542 8.16104 11.099 10.8574 18.949 18.3094 6.8993 6.91077 6.83733 8.50466 8.43743 8.24445 15.7976 11.6299
Cre13.g582650 2.6198 0.87167 2.84887 3.04872 2.72048 2.78732 1.43346 1.77385 6.27211 4.74779 5.20944 4.29971 5.63987 4.91811 5.39035 5.05379
Cre13.g582671 3.58352 1.92146 2.78832 4.06213 3.89049 3.28076 3.04495 3.09752 8.96495 17.0234 7.74676 8.95158 8.90443 10.4828 10.4953 10.5273
Cre13.g582692 2.25962 1.06257 0 0.256677 0.669858 0.949319 0.626655 0.926323 4.75573 4.0656 9.26707 5.30115 2.68722 2.4374 3.63659 2.56433
Cre13.g582713 0.904617 1.4606 2.85078 2.57131 3.97741 2.56988 1.42253 2.87154 34.1862 16.2551 9.97445 13.8834 3.49919 5.32205 3.46664 3.46296
Cre13.g582950 3.76294 2.87067 4.12975 2.32648 2.29283 2.5293 2.35621 3.22035 10.8361 7.13857 11.288 7.56019 4.49531 3.80687 2.64117 3.23817
Cre13.g583050 14.3117 13.1939 8.13001 7.95083 4.64074 6.06958 2.77199 2.4765 0.861125 0.716394 1.70655 1.71579 2.35757 2.13858 2.38992 2.69752
Cre13.g583150 5.58567 3.77496 6.06186 7.06472 7.85565 6.99327 6.55412 6.34519 6.19233 6.45159 6.45206 6.83516 7.0546 8.81453 9.31288 10.7283
Cre13.g583250 10.3412 6.42864 8.34855 8.24834 12.4825 10.9751 14.671 15.4368 12.8445 13.957 8.30384 9.34952 9.77698 11.0724 11.9834 11.4635
Cre13.g583287 0 0.0555241 0 0 0.0990431 0.315719 0 0 0 0 0 0 0 0 0 0
Cre13.g583350 7.74019 8.29568 4.23024 3.61429 3.57834 3.99647 2.90668 3.24048 3.52091 4.165 3.09744 3.49099 3.91629 4.48268 5.21683 4.42364
Cre13.g583400 7.07314 9.21783 14.5711 13.3303 11.5015 14.4167 2.1034 3.00276 1.20481 1.34774 1.99118 1.87839 4.40066 4.17713 4.86379 4.15446
Cre13.g583450 14.2882 3.99328 1.74973 1.90279 2.10408 2.42502 2.2884 2.09625 7.88447 4.68886 20.4921 16.5066 14.363 12.7203 65.6469 86.8993
Cre13.g583600 83.8623 39.8748 29.0749 25.46 23.2922 25.0079 17.8944 19.2956 16.1268 18.354 16.5713 22.097 30.9397 30.556 40.0319 38.3705
Cre13.g583650 5.10664 5.2933 2.06156 1.78657 1.61483 1.79777 1.55993 1.01568 4.40082 3.97181 4.01386 5.84681 4.41302 7.52792 4.89151 6.58309
Cre13.g583750 0.620393 1.28399 2.48512 2.11837 2.77201 2.79325 3.72372 3.63764 4.63217 4.80724 7.10139 7.71195 7.25147 6.41408 6.28364 5.90501
Cre13.g583787 0 0.0274601 0 0.0371202 0.0487217 0 0.0343809 0 0.0305859 0 0 0 0 0 0.0533364 0.0837499
Cre13.g583824 0.226102 0.0852826 0.146549 0.0384411 0.151342 0.160618 0.142372 0 0.0316674 0 0 0 0.100301 0 0.138033 0.130038
Cre13.g583898 0.401497 0.405697 0.259208 0.0426207 0.0897247 0.0951583 0.0634674 0.0372629 0.0422823 0.0793488 0.194149 0.0407766 0.155471 0.0849123 0.098562 0.135537
Cre13.g583972 7.72051 6.99838 4.43891 3.70954 3.40318 4.41147 3.64393 3.6511 2.96975 3.11541 3.47735 4.41459 6.41279 6.76829 9.09787 8.68866
Cre13.g584135 0.302336 0.151628 0 0.1543 0.202173 0.715514 0.56969 0.335671 0.211396 0.200221 1.39918 1.19722 1.81326 0.930026 0.883132 1.27037
Cre13.g584170 0 0.167351 0.217266 0.170539 0.223305 0.711396 0.57643 0.865027 0.560248 0.293937 0.77265 1.69596 0.891027 0.979664 0.852726 0.955597
Cre13.g584200 0 0.137062 0.0583418 0.115142 0.303057 0.492801 5.41751 2.68509 16.7835 14.8195 4.72161 5.99509 1.99984 2.15482 4.48445 4.22196
Cre13.g584500 16.156 10.667 14.4196 14.7331 11.9222 11.8625 13.5642 14.7626 12.9884 13.2849 18.1661 10.9633 8.33033 5.85579 4.89081 5.48874
Cre13.g584750 2.71648 3.66599 3.89239 3.58018 3.57465 3.82688 3.87035 3.70414 3.2546 2.87008 3.34904 3.17628 3.25199 2.7482 3.18389 3.98468
Cre13.g584950 5.96427 10.2291 22.6257 23.5605 21.633 25.5771 16.0856 14.8686 21.4799 29.584 20.5191 16.4517 13.7558 19.1418 14.7555 16.9717
Cre13.g585026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre13.g585150 734.082 371.358 46.7961 52.1866 36.2038 38.4155 57.4375 51.1012 44.3625 36.275 61.6935 58.9126 71.053 68.6417 73.9121 74.4052
Cre13.g585350 13.3915 10.0721 17.6041 14.3241 12.2135 9.54378 8.50628 7.97448 5.72504 4.75407 12.3463 9.18975 10.3952 10.0702 10.5261 11.6387
Cre13.g585400 0 0.0114298 0.116766 0.245636 0.84856 0.878472 1.18642 1.54393 1.4219 1.50239 0.874373 0.798733 1.37989 1.24954 1.46522 1.90163
Cre13.g585450 22.1149 23.0257 9.2986 6.62347 6.02966 6.1335 8.05292 7.35925 8.11894 9.13889 7.66869 10.1025 13.2771 15.4146 16.9123 17.2484
Cre13.g585550 4.30675 1.6773 34.9363 28.9004 59.8213 48.521 10.3058 7.4492 1.2069 1.09851 0.712885 0.770557 0.0909406 0.143953 0.200498 0.157428
Cre13.g585651 3.31338 5.19507 3.17708 4.09553 6.91501 6.43612 9.89758 7.8681 5.79861 8.19544 6.04858 4.46184 8.76229 9.34554 8.93952 8.70662
Cre13.g585750 0.0846188 0.0426444 0 0.143801 0.0377872 0 0.240224 0.125522 0.213573 0.151701 0.261602 0.257798 0.149988 0.214141 0.289979 0.325354
Cre13.g585900 3.45228 3.51912 23.7133 24.1834 25.2526 25.2546 24.7266 26.3624 21.5726 19.9142 13.9579 16.1422 14.1757 13.6652 13.1473 15.727
Cre13.g585950 0.787743 1.06557 3.48867 2.94379 3.24368 3.38701 2.09827 2.29732 1.72195 2.27172 1.69751 1.82864 1.76838 1.7603 2.47124 2.23459
Cre13.g586050 24.2219 18.2447 14.7665 13.0706 12.942 13.0111 5.49728 6.53598 2.37513 2.92499 3.99072 4.40266 6.00343 5.61852 5.71759 5.16734
Cre13.g586100 1.25387 1.66929 1.98781 1.68455 2.3941 2.16108 2.16129 3.21542 3.21626 2.75053 4.58506 5.26736 4.21327 4.7545 3.99922 3.86738
Cre13.g586400 3.63297 3.74552 8.33259 6.5525 5.45722 6.76776 11.0183 9.49273 10.6291 13.7541 8.74322 9.82722 5.59753 5.92125 4.62903 5.33452
Cre13.g586450 16.1689 7.51496 5.68469 5.3656 5.13215 4.68179 4.05482 2.96217 3.30292 4.21473 5.09455 4.92923 5.00854 4.71233 86.6953 119.041
Cre13.g586916 113.852 101.397 77.1619 70.3742 71.5371 80.1948 130.641 108.428 175.202 177.29 93.1287 82.3069 39.496 34.413 25.1785 31.5946
Cre13.g587200 0 0.256951 0.331823 0.608859 0.91261 1.45305 2.53379 3.50438 2.36258 3.60366 1.38176 2.10342 0.283781 0.609058 0.436609 0.097912
Cre13.g587500 10.1925 12.5081 11.7195 10.2209 19.1313 15.5886 8.71629 9.57773 0.594389 0.804285 0.460638 0.631826 0.996463 0.521877 0.340738 0.407749
Cre13.g587550 4.13481 4.3946 3.29799 4.23127 5.09847 5.2756 10.3756 9.87985 21.4768 26.1381 19.6706 21.5829 27.722 30.7249 34.6077 35.9501
Cre13.g587650 1.07586 0.913012 0.280727 1.31911 2.58573 1.52627 1.4131 2.38426 1.38056 1.68575 2.65026 1.83492 3.2581 2.15488 2.70913 3.10385
Cre13.g587700 2.12206 1.34856 2.9148 1.88917 3.34113 2.60067 2.78817 2.03431 2.4814 2.13438 3.37254 2.33225 3.26857 2.76368 3.86742 3.442
Cre13.g587800 3.19943 4.30507 2.30473 3.10334 3.55636 4.17222 6.62374 7.84913 4.1799 8.71975 2.6778 2.77649 1.88248 2.25382 2.07214 1.90193
Cre13.g587850 0.861538 2.44553 3.04474 2.58131 1.15604 1.48288 0.321713 0.349065 2.17894 1.52901 7.67562 6.39493 10.372 10.5759 12.7184 12.5685
Cre13.g587950 0.554928 0.509747 4.03868 4.86689 5.70454 5.2848 3.73208 3.82054 2.8476 4.06758 3.39572 3.52501 6.3182 7.3118 7.88861 8.4078
Cre13.g588000 3.58412 4.20326 2.74296 2.76732 1.47185 1.89672 2.21481 2.1047 1.25274 0.980882 0.967588 1.19363 1.25375 1.31715 1.4231 1.46439
Cre13.g588026 0 0.164238 1.1882 1.11221 0.933446 2.22941 0.575852 0.193748 0.988532 1.13124 1.51424 1.19533 2.61283 2.4548 1.56275 1.60202
Cre13.g588201 0.207693 0.273414 1.28488 1.82292 1.32845 1.72361 0.394749 0.540218 0.0875946 0.108628 0.0804184 0.0843805 0.119354 0.0880641 0.20956 0.184834
Cre13.g588250 0 0.260288 0.0953348 0.0501067 0 0.0698701 4.56133 3.50078 6.2674 11.9912 3.249 4.64206 0.489842 0.809211 0.469631 0.368905
Cre13.g588271 0 0.0111074 0 0.00746397 0 0 0.750631 0.261103 1.02468 0.626279 0.612184 0.508856 0.0972256 0.0991964 0.0539734 0.0339327
Cre13.g588350 4.0209 5.90625 7.63893 6.12081 6.07422 5.30968 4.15553 4.94915 4.77419 4.67686 3.4382 4.08333 3.22248 2.95861 4.52289 3.48643
Cre13.g588368 0 0 0 0 0 0 0.031021 0 0 0 0 0 0 0.0276466 0 0.0755916
Cre13.g588501 3.04208 3.32364 0.606836 0.517236 1.04411 0.831116 16.867 11.5302 41.4857 29.9839 23.1271 21.7898 14.1719 14.3715 11.1107 12.0181
Cre13.g588550 12.1617 12.7812 5.93868 7.69026 7.38478 7.19835 10.5359 7.86134 9.06661 11.7153 6.57154 7.29262 5.53833 5.3949 6.18118 4.82291
Cre13.g588650 4.88431 5.11245 21.7785 21.9974 23.8747 23.6293 6.64343 9.28469 4.76556 6.43045 12.7159 11.4212 26.8706 23.1443 78.5038 66.4433
Cre13.g589000 25.6641 25.5596 12.0948 10.9142 8.96734 8.85413 14.8981 13.1775 53.4164 37.238 28.5722 31.201 15.9692 11.5626 10.3404 10.5428
Cre13.g589100 11.3819 10.7691 20.7065 19.2598 20.7019 17.9576 12.534 14.49 4.28679 4.52197 5.85258 4.0988 6.40506 4.49833 4.54352 4.05765
Cre13.g589250 0.982818 1.60524 0.796759 1.73388 9.0432 6.74804 17.0077 15.0168 11.2141 9.66166 7.58717 9.33116 10.7402 8.67774 7.70366 8.98816
Cre13.g589300 0.190626 0.432971 0.0821145 0.0431788 0.0283904 0 12.5445 6.36648 26.6809 31.0485 12.0399 13.9776 1.99756 3.04268 1.54254 1.22412
Cre13.g589450 17.7305 3.80061 0.850366 0.438818 1.26793 1.82498 2.21013 2.7457 1.20923 1.4301 0.862267 0.771742 0.941606 0.571377 1.51713 1.83707
Cre13.g589500 0.444613 0.309376 0.179152 0.438782 0.434949 0.342587 0.299148 0.433577 0.429601 0.315443 0.193631 0.299172 0.294891 0.274766 0.369064 0.354573
Cre13.g589700 11.2431 9.38031 10.2293 11.6698 9.85706 11.2585 10.3641 9.18891 5.35403 5.64772 11.0716 7.95214 6.99838 7.16848 5.51511 7.02486
Cre13.g589800 47.5478 48.4971 25.923 22.4706 18.7765 19.4234 15.8814 13.3293 13.599 12.3126 8.9263 9.23764 12.8001 11.4805 12.7376 13.3319
Cre13.g589870 3.43836 4.07124 32.1886 25.6296 28.7465 24.8285 24.466 23.6243 26.9679 21.9253 19.648 17.9298 10.7939 10.6436 8.93603 9.29198
Cre13.g589940 0 0.101594 0.230621 0.394471 0.259571 0.275273 0.211905 0.0995111 0.213296 0.111118 0.20739 0.136097 0.11858 0.18902 0.164555 0.22415
Cre13.g590010 0.198687 0.632915 0.256382 0.546617 0.213185 0.602869 0.188577 0.383686 0.111638 0.287904 0.369063 0.41167 0.597692 0.684142 0.868988 0.59854
Cre13.g590200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cre13.g590400 23.4473 22.9357 17.7944 20.7761 24.8389 17.6165 33.0752 32.2753 11.2594 13.4025 6.08806 7.68969 4.47314 3.13142 1.69196 2.54654
Cre13.g590450 0 0.0409447 0.0697978 0.073437 0.748719 0.512319 4.27039 3.49054 5.00762 4.87828 2.88476 2.18448 2.94217 2.10236 2.13527 1.54231
Cre13.g590626 0.247269 0.155324 0 0.0630703 0.165466 0.175628 0.155592 0.0915885 0.103851 0.0549236 0.190883 0.125542 0.164603 0.0693051 0.0904928 0.094709
Cre13.g590700 13.6061 4.68956 3.68409 4.84132 11.2968 10.1946 19.5665 17.4957 9.8542 12.2815 7.38071 7.48045 9.81227 9.52501 10.9977 11.327
Cre13.g590800 7.01788 8.79084 6.71414 4.5545 6.95813 8.80022 13.9621 11.1473 5.48456 5.04929 2.28184 3.50701 3.85476 2.84064 2.79754 2.95566
Cre13.g590900 0.410624 0.549746 0.710813 1.77665 6.96389 3.78254 23.294 17.0099 12.2591 11.8756 8.31017 10.1058 2.80885 2.58726 1.77181 1.75106
Cre13.g591000 0 0.106484 0.0909622 0.406436 0.502889 0.500121 1.71051 1.40959 4.0275 3.7173 2.88334 2.55804 1.37108 1.28746 0.982838 0.677262
Cre13.g591200 5.00695 6.23816 3.11524 3.04629 2.75744 2.81776 7.96607 7.39217 10.4326 13.2668 8.62041 5.76049 4.99506 2.84666 3.05376 3.16062
Cre13.g591400 20.1549 20.4163 14.6104 16.1211 7.67614 9.33824 6.97877 6.37583 5.95794 6.57126 10.3958 9.48066 17.1462 18.4456 27.8009 29.5628
Cre13.g591450 7.56298 4.65271 8.73234 10.1156 14.9268 14.372 18.7042 20.6905 9.23763 8.60813 12.949 11.9089 11.4941 11.2305 13.7588 12.4799
Cre13.g591501 11.4235 12.2603 9.96417 11.4178 3.552 4.85098 5.55185 3.95394 8.68532 6.67484 14.9767 12.3228 13.9114 12.1585 12.8833 12.9165
Cre13.g591550 0 0.0204774 0.20906 0.371417 1.5753 0.614443 1.08911 1.29348 0.728236 0.385073 0.376148 0.567668 1.16463 0.742959 0.467687 0.453583
Cre13.g591600 2.16416 3.30374 6.145 5.79238 3.79238 4.32952 3.83332 4.88585 3.07615 3.51523 4.11992 4.94108 5.01725 8.46308 10.8336 13.1677
Cre13.g591700 6.26489 13.7918 14.2966 11.1223 11.6302 10.3157 16.5771 13.8597 16.1929 14.4806 16.9778 15.4706 15.2113 15.1088 16.4343 14.5845
Cre13.g591800 7.54072 10.3145 7.55844 6.32795 6.62989 7.59573 8.64243 7.73536 10.7418 11.4308 9.51921 11.3063 12.1627 13.3744 14.4323 13.8579
Cre13.g591851 40.4692 30.2494 31.1579 24.0577 21.2402 25.6599 31.842 24.3013 68.0353 47.6513 28.3862 36.4079 20.6938 20.6245 23.3419 23.272
Cre13.g591951 15.7338 9.35523 16.5679 18.333 37.8716 28.5559 39.9458 36.5439 6.37669 6.65398 5.12628 4.04255 3.65547 2.71614 2.73532 2.8033
Cre13.g592050 4.80434 5.25845 15.5495 14.4152 13.2825 12.3864 22.3705 19.8677 19.3228 19.4897 19.9894 19.0087 18.7157 16.6678 15.0745 13.9502
Cre13.g592150 26.6169 24.4564 23.906 24.8748 22.1264 20.1594 28.5233 26.8533 34.476 43.5048 23.6027 25.8302 25.0743 25.5063 23.4234 23.9548
Cre13.g592300 10.6315 13.4794 4.5522 4.53707 3.0904 3.39946 4.0459 3.42229 3.97263 2.59555 8.12301 6.19208 5.95516 4.76232 3.98878 3.92332
Cre13.g592400 7.73788 12.121 15.3073 13.3976 13.9781 14.4766 18.975 19.124 9.63024 14.0936 11.9673 10.9607 7.98548 9.71972 8.23052 7.30811
Cre13.g592550 4.26334 6.64394 4.35567 4.90674 4.79222 4.62726 4.73345 5.2557 2.83656 3.68076 4.14742 3.4498 6.12098 5.67264 4.98883 5.69331
Cre13.g592551 1.67736 1.97927 1.77936 1.60142 1.76654 2.27971 2.46508 1.79964 3.02681 3.48742 2.01956 2.60463 2.76993 2.55689 4.20461 2.73583
Cre13.g601519 0 0.0106571 0 0.0107202 0.0188293 0.0099816 0.0200024 0 0.0118362 0.00478616 0 0.00427574 0 0 0.0207193 0
Cre13.g603300 1.25305 0.515567 0.147675 0.0774698 0 0.107894 2.68969 0.928536 9.31709 12.2734 3.43056 5.87624 1.11177 1.66158 1.61328 0.917129
Cre13.g602350 215.82 250.186 305.315 258.642 165.562 174.33 41.6942 51.6471 37.6945 21.2398 53.4637 44.6714 51.6069 44.447 45.699 46.9441
Cre13.g603800 0.618701 0.409455 0.500144 0.459943 1.34714 1.13599 2.00134 2.06544 1.62711 1.51029 1.67402 1.30376 1.43896 1.67546 1.83738 2.41033
Cre13.g604000 39.5033 41.7645 26.8264 27.6376 23.0564 21.1085 11.9774 11.7482 8.38441 9.23607 14.2739 17.2635 33.2958 39.4038 63.1525 67.2661
Cre13.g604050 0.569684 0.73371 1.09055 1.586 1.81301 2.33121 1.40285 2.23808 1.13975 1.74885 0.731167 1.23991 1.8776 2.01598 2.33215 3.19448
Cre13.g604200 2.66733 8.02276 7.1365 8.34643 6.38336 6.28561 4.86483 5.36063 1.69717 3.07318 1.06256 1.20314 1.50961 1.79351 1.78306 1.71192
Cre13.g604350 5.63357 5.53148 6.62162 6.25111 5.26161 5.63441 3.30851 4.3276 2.53685 3.55658 2.12038 2.18678 3.56733 3.23468 5.57518 4.12834
Cre13.g604600 1.22971 1.34499 5.35855 6.15697 5.36482 5.48379 6.51146 6.49334 4.17496 6.21725 3.24167 3.40933 2.95444 3.35985 3.91366 3.455
Cre13.g604700 26.7877 13.9821 13.9028 13.5762 17.6733 15.2547 17.0081 18.4724 21.0889 18.2162 12.4018 15.2615 9.12584 7.16408 8.30715 6.8823
Cre13.g604850 0.714971 0.225119 1.27248 1.367 2.11495 2.11697 4.22727 4.50678 5.48777 4.66139 3.59131 3.9752 4.39673 4.22015 4.13293 3.40031
Cre13.g605050 2.77008 3.10997 4.5268 6.15271 3.26966 4.53532 5.97217 7.4621 2.63598 3.94117 3.80216 3.59367 3.10401 3.40943 3.42202 3.18179
Cre13.g605250 0.0845425 0.0695573 0.0544821 0.0430581 0.0283608 0.0200458 0.990863 0.675394 2.25222 2.88832 1.17844 1.5714 0.242922 0.370407 0.265262 0.28622
Cre13.g605300 0.764491 0.935307 0.835703 0.649321 0.52556 0.752545 0.483117 0.611118 0.891487 0.914681 0.636816 1.1467 0.728935 0.845115 2.98615 5.87117
Cre13.g605368 15.1427 9.23744 10.8368 11.5519 13.3098 12.2505 10.8771 9.79867 13.4197 12.466 12.9502 12.0734 16.5587 16.6748 22.7797 20.696
Cre13.g605404 0.633918 0.414034 4.44128 1.7248 2.60155 2.76142 2.39282 2.44172 1.31329 0.900519 0.782902 0.566451 1.63189 0.888148 1.0205 0.534001
Cre13.g605700 12.8192 15.6045 18.8087 22.6236 16.4064 16.0218 10.7779 11.4302 31.5617 23.5847 47.7712 45.3883 37.4749 38.1515 31.9695 32.0388
Cre13.g605900 1.03082 1.50761 2.22149 3.33389 3.40265 4.2227 4.18949 5.09871 5.71238 7.77727 5.13412 6.36502 5.35748 6.5578 6.37858 7.89692
Cre13.g606050 24.337 27.3966 49.0887 54.4334 23.2388 28.7843 3.51544 4.3556 5.23541 4.91629 15.9766 11.8669 18.6748 17.045 17.363 18.1135
Cre13.g606200 1.50146 4.06959 2.10942 2.2507 1.04914 1.88728 4.20491 4.21298 2.93206 4.65861 4.34229 2.97075 3.61041 3.21601 3.44183 3.16613
Cre13.g606300 0 0.0501361 0 0.169293 0.106202 0.23588 0.136498 0.147669 0.222336 0.334543 0.461643 0.367699 0.220387 0.222498 0.371151 0.243926
Cre13.g606700 0 0.0432344 0.0737314 0.0290868 0.0765196 0.0811597 0.216446 0.211851 0.160248 0.283175 0.0883037 0.115936 0.0252663 0.048258 0.0840224 0
Cre13.g606850 56.6156 60.3446 9.35336 8.14886 2.87371 3.88918 9.78534 7.48147 7.58658 8.6739 9.80075 9.32668 11.5498 13.4237 12.8289 13.1824
Cre13.g607050 3.41779 4.25223 19.0493 25.8459 37.8459 35.5269 43.9881 48.6054 63.3508 46.6174 27.7973 22.6731 14.23 12.9123 8.70721 8.22113
Cre13.g607300 4.0331 5.25686 8.17014 6.72007 8.26053 7.51827 26.1019 20.7422 32.6239 36.323 20.5982 28.1891 20.4384 21.8125 24.4809 23.6916
Cre13.g607400 0 0 0 0 0 0 0.359061 0.168689 0.350898 0.602169 0.263673 0.219248 0.0502955 0.0640441 0.0557539 0.0438068
Cre13.g607450 4.30467 4.33984 18.5985 19.778 13.7474 15.7778 7.38009 8.1333 6.4013 9.25327 6.15248 6.0047 6.54952 5.89382 6.52279 6.27906
Cre13.g607500 0.150888 0.399486 1.46352 1.38446 3.43721 2.46666 13.9062 13.5452 15.7682 20.8556 7.46572 10.4506 5.11322 5.49851 4.41702 4.58738
Cre13.g607600 4.80339 5.38351 13.5361 15.1116 7.52667 9.41406 4.45349 4.32976 8.66005 6.59185 10.4792 9.10534 10.73 8.49436 7.76301 6.69312
