AT2G21790
AT1G04200
AT4G01840
AT1G08125
AT4G30490
AT3G11630
AT1G10095
AT3G57000
AT3G52090
AT1G51130
AT4G10360
AT5G02270
AT1G22180
AT5G13410
AT3G08530
AT3G48210
AT1G05620
AT1G80770
AT1G14810
AT1G52360
AT1G55140
AT1G55830
AT3G54826
AT4G19910
AT5G04900
AT1G21610
AT5G04360
AT2G32520
AT4G21070
AT1G56500
AT1G68310
AT3G20810
AT2G26990
AT2G38560
AT1G34065
AT3G12670
AT5G60590
AT1G20910
AT1G80920
AT5G10980
AT1G29990
AT2G30000
AT1G17520
AT4G30930
AT5G23070
AT2G25970
AT3G61870
AT3G54900
AT1G47278
AT4G21540
AT1G03140
AT5G66530
AT4G20760
AT3G44600
AT1G59900
AT5G17900
AT4G21470
AT4G09750
AT4G34570
AT4G09750
AT4G22120
AT2G26760
AT3G14120
AT5G24460
AT5G59970
AT5G59970
AT4G23650
AT5G52210
AT4G01935
AT5G15860
AT1G36050
AT1G69830
AT3G01770
AT1G19920
AT4G14490
AT1G45233
AT1G67440
AT5G19760
AT2G43360
AT4G05190
AT1G09575
AT3G50920
AT4G37630
AT5G48810
AT4G32830
AT1G32160
AT3G07560
AT4G34200
AT3G13050
AT5G13490
AT5G16620
AT2G42810
AT2G20360
AT3G02540
AT2G34460
AT2G26470
AT1G08125
AT5G42370
AT3G03980
AT1G71696
AT4G18770
AT3G18524
AT1G07140
AT5G62290
AT1G64880
AT4G26555
AT1G11860
AT2G25910
AT2G25190
AT2G45200
AT5G58470
AT1G42970
AT4G33030
AT3G62030
AT5G10860
AT5G12210
AT2G38360
AT4G32900
AT4G15030
AT1G48630
AT2G45700
AT5G19620
AT5G21990
AT2G36070
AT1G15110
AT4G13870
AT5G48680
AT1G11060
AT1G67630
AT1G53280
AT3G55480
AT2G20060
AT2G22250
AT1G17745
AT5G11900
AT2G16440
AT2G16940
AT5G04900
AT5G59970
AT5G53400
AT1G02910
AT4G02405
AT3G17970
AT3G44340
AT4G38260
AT3G61460
AT2G30390
AT4G31530
AT5G58270
AT3G56330
AT2G21870
AT1G71230
AT2G42120
AT1G72590
AT4G26850
AT5G23300
AT5G19630
AT4G09020
AT3G62790
AT5G63610
AT2G20635
AT3G17910
AT5G47430
AT3G63460
AT3G63460
AT2G21150
AT5G27410
AT5G13120
AT4G14960
AT3G51520
AT5G59570
AT3G52570
AT5G38520
AT1G49880
AT3G48190
AT2G06530
AT5G55310
AT4G10710
AT1G69340
AT5G50780
AT4G19645
AT5G11860
AT3G59760
AT1G54440
AT4G24610
AT3G03060
AT5G14800
AT3G09230
AT3G23890
AT1G51110
AT4G22720
AT3G12270
AT5G53490
AT5G01460
AT4G33460
AT5G49060
AT3G07080
AT5G20930
AT2G19480
AT2G24490
AT5G55190
AT1G11720
AT1G06070
AT5G04920
AT1G48240
AT3G19440
AT5G14720
AT5G41880
AT5G66380
AT3G05510
AT1G53650
AT1G30960
AT3G43240
AT1G54350
AT5G26360
AT2G31060
AT5G26860
AT5G17230
AT2G31800
AT4G00290
AT4G04610
AT1G68760
AT5G11960
AT5G23700
AT5G66280
AT1G75140
AT3G10840
AT5G02530
AT4G19006
AT1G26660
AT1G48380
AT2G16440
AT3G46100
AT1G20410
AT2G18740
AT4G25840
AT5G19930
AT5G19500
AT2G22650
AT3G02260
AT1G80190
AT5G01920
AT2G19940
AT2G22480
AT1G80040
AT2G41220
AT5G56090
AT5G49570
AT2G44050
AT2G27290
AT5G17670
AT2G01970
AT4G03430
AT4G38350
AT5G27490
AT4G01840
AT3G06190
AT5G11100
AT5G59610
AT1G10210
AT3G59220
AT3G44880
AT1G64040
AT2G39250
AT2G17510
AT5G52520
AT3G54180
AT1G44910
AT2G36660
AT3G01120
AT1G28420
AT5G23200
AT3G27610
AT3G05090
AT3G46450
AT1G12400
AT3G43240
AT4G33380
AT5G57240
AT4G29590
AT3G06670
AT2G26650
AT5G67270
AT3G19770
AT5G12130
AT1G33680
AT1G14030
AT1G01940
AT1G30910
AT5G37630
AT1G20693
AT3G55610
AT2G31450
AT5G64240
AT1G64400
AT4G32390
AT2G32590
AT1G27900
AT1G14650
AT5G09650
AT2G27100
AT3G12110
AT5G08570
AT4G37280
AT4G28660
AT3G51520
AT4G26570
AT5G51140
AT5G16690
AT1G05500
AT1G63660
AT3G09630
AT3G62040
AT2G39190
AT1G01920
AT3G48560
AT1G15660
AT5G60070
AT1G61670
AT4G13870
AT4G38640
AT3G01180
AT3G05420
AT1G67930
AT1G54140
AT2G39140
AT4G01270
AT2G16930
AT5G41060
AT1G30580
AT3G19440
AT5G43920
AT1G79870
AT3G61420
AT4G02900
AT1G26110
AT3G50860
AT3G16380
AT5G58420
AT3G03120
AT3G02810
AT5G45600
AT5G04440
AT4G35640
AT5G19850
AT5G59740
AT5G51110
AT5G22790
AT5G44520
AT5G40870
AT1G44790
AT3G14130
AT3G07670
AT3G26060
AT4G00560
AT1G60990
AT3G05210
AT1G28100
AT2G41680
AT3G03750
AT2G14110
AT3G09080
AT3G24870
AT4G03560
AT2G41460
AT3G15380
AT5G50950
AT2G23820
AT5G25770
AT5G08020
AT3G21580
AT3G30380
AT2G35360
AT5G38410
AT5G38410
AT5G48810
AT5G11230
AT5G11230
AT3G55350
AT1G52740
AT3G55350
AT4G12800
AT3G57150
AT1G79470
AT3G25660
AT4G23100
AT5G02790
AT1G09130
AT1G71697
AT1G68580
AT5G09790
AT1G04620
AT5G58040
AT2G06520
AT4G17620
AT3G16260
AT4G28540
AT5G18440
AT3G11920
AT5G14580
AT4G21530
AT1G29850
AT3G57060
AT5G42770
AT1G03750
AT5G57015
AT3G59980
AT4G17830
AT5G24020
AT2G30800
AT1G66120
AT4G13920
AT1G67730
AT1G55480
AT4G32400
AT4G17090
AT5G08470
AT5G18900
AT4G31040
AT3G04460
AT1G32130
AT4G10130
AT3G52250
AT1G15390
AT3G12260
AT1G54520
AT2G26420
AT2G30200
AT2G31040
AT3G06950
AT3G61320
AT1G60430
AT5G60550
AT2G26210
AT3G10220
AT1G04420
AT5G09660
AT5G01410
AT5G64270
AT3G23700
AT1G27350
AT2G38050
AT2G35660
AT2G26780
AT5G04120
AT5G41315
AT5G14580
AT1G80460
AT4G33680
AT3G47930
AT4G27700
AT3G49180
AT5G19750
AT2G01250
AT3G12140
AT1G76300
AT2G33340
AT1G10930
AT4G27680
AT1G56310
AT3G24560
AT1G77090
AT1G17460
AT1G50120
AT3G07030
AT5G25270
AT1G22660
AT3G60600
AT4G35630
AT3G25220
AT1G04340
AT5G61790
AT2G37550
AT3G14680
AT1G21760
AT5G47090
AT2G01350
AT2G02410
AT4G34870
AT4G35760
AT1G15730
AT3G24320
AT4G03260
AT4G20330
AT1G78010
AT5G64970
AT1G79350
AT3G10850
AT5G16150
AT4G28360
AT5G21920
AT1G73320
AT4G12620
AT5G14640
AT2G28620
AT1G31360
AT5G62410
AT4G27690
AT2G45490
AT3G04240
AT4G40000
AT3G04710
AT1G16900
AT1G31860
AT1G60170
AT5G07630
AT1G63690
AT1G62020
AT5G37370
AT1G52280
AT2G18020
AT2G22310
AT1G10510
AT4G27490
AT4G02900
AT1G70320
AT1G66740
AT5G04850
AT3G05760
AT4G25130
AT2G34140
AT5G38710
AT3G16250
AT1G15460
AT2G20650
AT5G08720
AT2G43640
AT4G05190
AT3G12170
AT5G01350
AT2G04845
AT4G34090
AT2G36740
AT5G56580
AT5G04440
AT1G47290
AT5G08400
AT4G33270
AT3G25100
AT4G21820
AT5G50375
AT1G09330
AT4G17140
AT3G19720
AT3G22320
AT3G02820
AT5G57370
AT5G03900
AT5G06140
AT5G66130
AT5G46110
AT2G19570
AT3G01480
AT3G55400
AT5G02820
AT2G38770
AT2G16380
AT1G63940
AT2G27680
AT2G16595
AT2G30970
AT3G47120
AT3G60880
AT2G25830
AT5G33320
AT2G44350
AT5G05080
AT5G13450
AT2G43770
AT2G47210
AT2G32170
AT5G59840
AT1G26550
AT5G65000
AT3G07140
AT1G18480
AT4G39120
AT1G20760
AT3G13930
AT2G26580
AT3G59760
AT5G11850
AT3G20550
AT3G57810
AT5G12430
AT5G10480
AT1G09450
AT4G37190
AT5G52240
AT3G20500
AT3G16250
AT4G18465
AT4G16340
AT2G20820
AT1G52530
AT3G16340
AT3G09150
AT3G25805
AT1G24280
AT5G61510
AT4G23010
AT5G20380
AT4G02930
AT5G66040
AT2G21340
AT5G05680
AT5G56150
AT5G35590
AT2G23370
AT1G77620
AT3G12780
AT1G26760
AT3G45890
AT1G02120
AT5G47390
AT3G57870
AT5G24000
AT5G67470
AT1G80670
AT5G57960
AT5G01260
AT3G55220
AT1G05055
AT5G50650
AT5G53920
AT2G16770
AT1G27595
AT2G25840
AT3G60830
AT1G67140
AT3G59770
AT1G74070
AT3G02180
AT2G31350
AT1G07370
AT3G59390
AT2G33840
AT1G31220
AT2G32150
AT5G04040
AT3G25610
AT1G30680
AT2G13370
AT5G17170
AT1G74260
AT3G11270
AT1G27410
AT3G30380
AT1G07030
AT2G34900
AT4G15180
AT5G19470
AT4G01840
AT3G61680
AT3G57280
AT5G27630
AT4G16570
AT1G49980
AT1G11800
AT1G23360
AT1G64550
AT3G11540
AT3G09850
AT1G08830
AT5G61510
AT2G35500
AT3G48350
AT2G42500
AT2G27970
AT1G31812
AT1G34630
AT1G80480
AT1G49820
AT2G04270
AT3G48150
AT1G09815
AT5G21140
AT4G32930
AT1G70610
AT2G20690
AT4G39210
AT2G37290
AT1G55880
AT1G60780
AT5G35170
AT4G34110
AT1G18640
AT3G44530
AT5G42620
AT2G33255
AT3G06960
AT1G77740
AT1G54500
AT1G79710
AT5G58020
AT2G18850
AT5G06460
AT1G64970
AT4G04770
AT3G61320
AT4G20980
AT2G39090
AT5G42320
AT5G67100
AT1G78300
AT1G10760
AT4G36020
AT3G44050
AT5G58330
AT5G14460
AT1G31800
AT2G20330
AT5G20850
AT2G27460
AT3G29180
AT5G23395
AT3G59780
AT1G28760
AT1G06040
AT1G26665
AT3G51520
AT5G13570
AT2G37500
AT5G19500
AT4G05190
AT3G15120
AT1G01320
AT3G14075
AT5G58110
AT5G58000
AT4G37040
AT1G16970
AT3G47980
AT5G57240
AT3G52640
AT5G04440
AT4G25550
AT5G63840
AT1G74150
AT5G52840
AT2G47840
AT2G16600
AT5G57390
AT3G43590
AT5G06290
AT1G74520
AT4G12760
AT2G40190
AT5G11510
AT4G09010
AT5G12430
AT5G19490
AT1G53540
AT4G11160
AT2G20580
AT2G21860
AT4G18930
AT5G15680
AT5G57660
AT1G07890
AT2G25870
AT4G39280
AT5G35735
AT1G19230
AT4G34580
AT3G27640
AT4G33470
AT2G39445
AT2G15290
AT5G11230
AT3G57050
AT2G24640
AT5G42270
AT1G50250
AT1G48830
AT3G47420
AT2G44950
AT5G04870
AT2G25070
AT2G37290
AT5G53400
AT1G72030
AT3G26070
AT2G20980
AT1G10520
AT4G29170
