zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta01g00490	21.0956803626256	19.4746091703764	22.1850849751612	20.2557965192166	20.1876268445747	20.1311901244506	21.0149733320866	20.2501328595904	20.8981421448563	20.5310323786015	19.7198283294415	21.3280930437864	19.9171998079197	19.1696046127862	21.3460959537693	19.5319565894757	19.6863766832767	19.5786717003754
ostta01g00500	16.254236045279	16.8486234015839	16.5514297234315	16.1400114949724	16.4933032500381	16.8658411030815	14.9574761409462	17.5209764202021	16.2392262805742	16.1409111095682	16.1409111095682	16.1409111095682	16.1163401160265	16.3810641543324	16.723530032005	16.3115144654579	16.1024986670151	17.2347162140414
ostta01g00510	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	13.4588940984146	13.4588940984146	13.4588940984146	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323
ostta01g00550	18.7745353200229	17.317699552817	17.9416167044594	18.7673064997463	17.227419313025	18.3723280546342	18.659487613094	17.4898088411652	17.8019678619516	17.8662803612425	16.7096288282485	17.3996498275217	18.6124786256204	16.586229410343	17.3806571240747	17.9766067481205	16.8960858528641	18.4332148493957
ostta01g00610	15.8657218992373	14.6557002248066	16.0421702982397	15.4886275714661	14.897934103028	16.0793210399042	15.8134878659054	15.9556792764878	16.0978706870703	15.5974692868572	15.5974692868572	15.5974692868572	14.2700838076526	15.180415235262	15.8934879867521	15.3100901593747	15.5355993432515	15.7611085271284
ostta01g00620	21.6479218861619	21.7424249409872	21.3247665857256	21.6000287827143	21.2418114682714	21.7141804246206	21.2031629644115	21.5279391061601	20.9581377441301	21.767020925002	21.6829873171794	21.3998645738842	21.9651224718329	21.4566132227618	21.3684718004778	22.1102357888348	21.7496633589904	21.6664360483198
ostta01g00660	17.9982243951754	17.9982243951754	17.9982243951754	17.5780706675987	17.7325540295771	17.8870373915554	17.815916456405	17.5379082716155	17.6769123640103	17.7987222243662	17.7987222243662	17.7987222243662	18.0636001179232	17.7774640515211	17.9205320847221	17.9375567516625	17.2319635340251	17.5847601428438
ostta01g00670	19.0578349400404	19.6608315471409	18.9174522750154	19.301770113315	19.6920256898635	19.5637580481194	19.2215902790887	19.462714585371	18.6887854355217	19.0477854383505	19.1657687314744	18.706780814584	19.3795911893183	19.5383338808991	18.730044892712	19.5704720806365	19.4056282178849	19.3231019648806
ostta01g00720	22.0930093040805	22.1365795210473	21.9746819904977	21.8906142139096	22.0688984589455	22.1115234513602	21.9694520475546	22.1785444015406	22.1592832581369	21.9144795418595	21.9877950129878	21.5634381514955	21.9631897707246	22.0982574850386	21.3377716800919	22.0435905507326	22.2025818183541	22.3919255623107
ostta01g00760	17.2678313045551	17.7779299283002	17.3073412415696	17.2423590010164	16.223202281204	18.1488483122402	17.6985341868858	17.5294558292959	17.9518993503252	16.9399106447402	16.4018027007792	18.2163368478357	17.7802704433463	16.5086628641028	17.6173151458525	16.5586562965223	17.1586524907117	17.7239633013478
ostta01g00780	14.2118599270612	13.7599818885121	13.9859209077866	14.2399174491061	14.2288159508997	14.4282657555845	14.2438508488965	14.4860114263959	14.3649311376462	13.8659990040734	13.8659990040734	13.8659990040734	13.3670668705006	13.3670668705006	13.3670668705006	13.4810025260352	14.1457945703625	13.8133985481989
ostta01g00810	18.430288679343	18.430288679343	18.430288679343	18.0514121847017	18.2825430447689	17.9155537983232	18.3186927315726	18.2005175352724	18.2596051334225	18.4464654666418	18.3638965393231	18.4051810029825	18.2432316853789	18.2432316853789	18.2432316853789	17.9852054390965	18.1738145936116	18.3762202485202
ostta01g00820	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	13.4954476856353	13.4954476856353	13.4954476856353	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323
ostta01g00860	19.488352017117	18.8585581073476	19.464360443179	19.4138931109479	19.0593619202118	19.0316680210945	19.4174013210363	18.9533453126992	19.3377494206228	19.1760177144816	19.1427481630879	19.4484715385675	18.6150868692076	18.6887622426109	19.3801116209889	19.0345690770876	19.1350430155688	19.0468932363819
ostta01g00890	25.0970508951598	25.1908869893391	25.0192769258673	24.9345647745859	24.9349636646095	25.2127462368439	24.9606816005691	24.8535083652072	25.0709573100631	25.1231621178777	25.024272315671	25.0467505302095	25.0770495213894	25.3209067088308	25.0114513310386	25.0644768228633	25.0464748063603	25.0012558339851
ostta01g00950	15.6851634716523	15.8847222304771	15.7849428510647	16.3035298703084	16.3035298703084	16.3035298703084	15.6677952787733	15.7552192814211	15.7115072800972	15.7935222571534	15.7935222571534	15.7935222571534	15.8755372342097	15.8755372342097	15.8755372342097	15.2509049809955	15.5402105846095	15.6274349266692
ostta01g00970	17.9245739107888	17.3838199585229	17.3488847247906	17.2356889822314	17.2340526197109	18.1252479271574	18.0148083894875	17.4794163194848	17.7471123544861	16.9189798282605	17.0925759273965	17.014739061318	17.0358848394435	17.1342125929089	17.0850487161762	17.1999384338895	18.0018453750837	17.4933258437072
ostta01g00980	20.3683901098782	19.6942794044678	18.8723645923405	19.6712953685511	20.0330011543194	19.6341544775901	19.3151050297133	19.542919703454	18.8698723198614	19.8403181589241	20.2780514945586	18.9908845289104	19.8163249238271	20.1412049772617	18.0359491010218	19.8349699237392	19.7967903665375	18.7225300356836
ostta01g01020	20.0661966446902	17.9907273073029	21.4384753736247	19.4078782738678	19.2369050726112	18.5470405490163	19.8821300115978	19.101344506667	21.2437667120862	19.8872624751479	19.4962596904507	21.0807107541581	19.6129866751121	18.05849258458	21.0215110668058	18.9090570324618	19.2369002206993	19.4611152523041
ostta01g01030	20.0832930717417	20.791654773919	20.1948780539705	20.1864426433375	20.4679271524134	20.5817009259766	20.0906336881426	20.2787155299169	19.9300911425317	19.5297482568487	19.9266977214838	20.0687189768697	19.937381616142	19.9895925244954	20.1473521017392	20.1591584929241	19.9476354632356	20.0342155758475
ostta01g01080	17.9934876599039	17.5063427220956	16.2216064855054	18.1217503256454	16.8926032645602	17.5495174620636	17.8461211800979	17.3107036294221	15.5938484541565	16.9299651003478	16.0537578744145	16.4918614873811	16.0414782876223	17.2591784063238	16.6503283469731	14.3926357262624	16.4449611901331	15.4187984581978
ostta01g01085	18.5362886787116	18.4311336995764	18.8362006964698	18.5922571990755	18.356171048737	18.6104268511353	18.4533476544395	18.1774133126727	18.5789904300872	18.5826729551856	18.3145612510321	18.8575534301399	18.592746201014	18.6102845387519	18.9791401021144	18.6477618127657	18.5068253946566	18.6473247266584
ostta01g01140	16.9631309247215	17.2607326924067	17.558334460092	16.329831445925	16.329831445925	16.329831445925	16.9603223468042	16.9603223468042	16.9603223468042	16.8110875360043	16.9773610559057	17.1436345758072	17.0902839093274	17.0902839093274	17.0902839093274	15.0294961736819	15.0294961736819	15.0294961736819
ostta01g01160	16.3899153549122	16.8783123210478	14.232390863757	14.7942397375332	14.4053289337033	15.1831505413632	14.041224058059	15.0647895216764	14.5530067898677	15.7905299631309	15.7905299631309	15.7905299631309	14.8924292170618	16.3897420334974	15.6410856252796	14.6137482680323	14.6137482680323	14.6137482680323
ostta01g01170	19.6561947825977	20.2146767332208	19.9354357579093	19.7761086341771	19.6950656396303	19.8319625914622	19.525325995806	19.8037454717448	19.6645357337754	18.4593393829226	18.8768631362664	18.6681012595945	18.4861073487756	20.1445849377228	19.3153461432492	18.8385624519327	19.1194461863146	19.1198676982299
ostta01g01210	17.3463009917362	17.7684853544934	17.8960173020991	17.8407846586299	17.377608569788	18.140778431678	17.414520639682	17.4037258039032	17.7577669466663	17.4113497498294	15.7492196081991	17.976143355889	17.7562652147348	16.6786849601244	17.7627705447917	17.3169756553967	17.273889522594	17.9283343347656
ostta01g01250	18.5173790023761	19.3239209781253	17.2025134640059	18.9985534561733	18.901976485772	19.3699039916524	18.9097682092919	18.7339657826244	17.2789661565655	18.2964368636497	16.0423744827494	17.3925953976665	17.2825838397825	18.7912188864122	17.9115539937312	18.7071091364491	18.4150724959445	18.4794825927656
ostta01g01290	18.3159886989588	17.732473739966	18.3238785787467	18.8810273824365	18.8238283919985	17.336502298995	18.8346879061792	18.6470106629095	18.6028859804589	16.8240680676513	18.0270222244118	18.1880163169391	18.7150976909852	18.4685048019644	17.3886524696492	18.1883520461267	18.7991497931485	18.3264499846202
ostta01g01320	20.5095136062668	20.2871318296764	20.1513743922096	20.4557985240636	20.669860678948	19.6931207487273	20.3753859309961	19.7822342603616	20.7706268042581	20.0390557782785	20.3522797864186	20.3193461098875	20.5097143538873	20.4104357567389	20.4712410526603	20.1217031656827	20.4518095832111	19.5348636676352
ostta01g01350	17.6191319982595	17.5997535715437	16.1898706370847	17.0805230766769	16.9400757844437	17.8850795127436	17.6804925439208	16.979683609069	15.0108785148453	17.0122505958064	16.0874413762647	15.617121873217	17.0607897191043	16.256889267225	17.1414030883648	16.9068916957675	16.0419860567707	16.2391317031992
ostta01g01380	13.7723303667847	13.7723303667847	13.7723303667847	13.5825940025562	14.2963421626449	12.8688458424676	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	12.4725365276776	12.4725365276776	12.4725365276776	13.739847604745	14.4657316871561	13.6806209011385
ostta01g01430	15.7135445315357	15.7135445315357	15.7135445315357	15.7015878144285	15.7015878144285	15.7015878144285	15.0190411868042	15.0190411868042	15.0190411868042	16.9295900577935	16.9295900577935	16.9295900577935	17.27994695656	17.27994695656	17.27994695656	15.7255012486428	15.7255012486428	15.7255012486428
ostta01g01460	18.1659611622975	18.8118768807732	18.0279012319335	18.4953028838247	18.4424438711785	18.3895848585323	17.7448449457272	16.74101529397	18.1990893064375	17.3488424178086	17.0736342734019	17.6240505622153	17.8977375650256	17.9247588509195	17.8707162791317	16.8134333115261	16.7610691299845	16.9048696864382
ostta01g01480	15.3897510311496	14.8549752010216	15.1223631160856	15.959751509608	15.959751509608	15.959751509608	14.4447709238467	14.4447709238467	14.4447709238467	14.8562906526932	14.8562906526932	14.8562906526932	15.2678103815396	15.2678103815396	15.2678103815396	15.1950867488126	15.1950867488126	15.1950867488126
ostta01g01500	24.4521613555239	24.0469997052986	23.8631204646107	24.1838735737558	24.1164063271097	24.1014249292822	24.1720065314828	24.1310704538197	23.7147010935912	24.1343237341977	24.1266200855951	23.809939800954	24.1638089895188	24.081274730943	24.0023970612853	24.246291603269	24.1594396164212	24.1857902614921
ostta01g01510	21.4336286595261	22.2616372389495	21.0041763882633	21.7789324585189	22.0803649727921	21.9380387015444	21.4281029660048	21.728944240403	20.9761161023926	22.0321966484348	22.1508510920575	21.0692903298497	22.1453732993746	22.3312108483767	21.0722709012274	22.3686732574893	22.1399004452129	22.2475730347604
ostta01g01530	17.5578358395834	18.3683127572415	17.0165305995177	18.1063027373907	17.4299665917823	18.4519215834485	16.7225144052058	18.1033447426835	16.5119351209922	17.4422638548978	15.5672400519434	17.3495253807827	17.8624050688234	17.3583578979824	16.9047703452765	17.9975867207186	17.0604502583015	17.1221195326041
ostta01g01540	14.4650798557191	14.8019833007954	15.6847010167473	13.6623772870228	13.7576743316216	13.5670802424241	15.3174631569939	15.1850403957601	15.4498859182276	14.2797930623718	14.2797930623718	14.2797930623718	15.2211906870755	15.2211906870755	15.2211906870755	14.4762805566524	14.1280607401978	13.7798409237432
ostta01g01550	20.2497762981504	20.5738054868713	19.9523976658866	20.0702867877272	20.2619683847493	20.4349982556541	19.8904574534127	19.9610263489193	19.6716959995755	19.0608390609198	18.7326846817733	19.8020403186807	19.0508091051551	19.0538633057347	19.7726739342733	19.2861754375112	19.0304118240885	18.0439030160143
ostta01g01560	23.7885649241827	23.7705221141659	22.6530164705648	23.7485860411818	23.6857287238788	23.7391096002751	23.7901439796443	23.7134098862868	23.0011773589451	23.593629754702	23.4524110521722	22.663149200493	23.6363234552468	23.5716006229936	22.6812267683105	23.595289631567	23.4885011615988	23.4163578525339
ostta01g01590	18.7669961122761	17.204545782469	18.9896288057683	17.7420282744984	19.0392168490157	17.9169363385233	18.3823513619049	17.5840559422459	19.1318215816601	17.795260058477	17.8741572065648	18.938414880203	17.6523647868317	17.1043849056107	18.7836314495048	17.1424845645985	17.574666957909	18.4079451798365
ostta01g01600	19.4895281623808	19.7064406685849	19.9147415245261	19.4138120156529	19.6629412780515	19.5742541098848	19.3546655682133	19.2436410182422	20.0245078765519	18.5686161214366	18.6220654427177	19.8888165148619	19.2193620984601	19.0970231058761	19.5427411692859	19.4009088580142	18.5709537962485	19.4096735381239
ostta01g01640	15.6033151734912	15.5272611758519	15.4512071782126	16.1711588103095	15.8160761624294	15.4609935145494	15.4292167339839	15.3215187568823	15.2138207797808	15.7648863924988	15.6267759960897	15.4886655996806	15.851113537078	15.8288375342054	15.8733895399505	15.0700440944705	14.9809974138601	15.0255207541653
ostta01g01670	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	15.3738309888817	15.3738309888817	15.3738309888817	8.80531675886323	8.80531675886323	8.80531675886323
ostta01g01690	17.4175882601454	17.604006838926	16.4104652101183	17.2763185278791	17.6590237815704	18.1860261125522	17.4987821374585	17.1329430541175	16.9381187372659	15.7444356974054	17.1116318981411	15.9560003016098	16.8281960467889	16.7545403285172	17.5396889902717	17.7952864380169	17.0274133313636	15.8843102739997
ostta01g01700	17.1533169921801	17.384387449775	16.9222465345853	17.3910835501791	17.1706604141738	17.3552356682598	17.4247909498145	17.1795598123824	17.1027079538253	17.1612341639288	17.25829018271	16.8626643685948	17.3986196552354	17.555889751581	17.4834912861887	17.4260193517262	17.30343639922	17.3647278754731
ostta01g01710	16.4159525395768	15.9904423458907	15.4510735260688	17.1603452603683	16.3696684834601	17.5753477730846	16.560982496111	16.1697365272603	16.9522284649616	17.2253531785944	16.2470837455544	15.6078287614828	16.3989802995154	16.7379910214399	14.0996478086251	17.2706287110495	15.8914318474435	15.9524460196922
ostta01g01720	20.3970662856829	20.6767143503292	19.920185134469	20.4973216072164	20.2470069543268	20.4986353961746	20.2452637823934	20.195104620061	19.7330783750659	20.3377085748376	19.8419501763296	19.5448053132144	20.383984076926	20.3571888044974	19.4173414751846	20.0364663513766	20.1347866103203	20.2585575038711
ostta01g01750	17.270084018171	17.3803279686329	17.4960155678925	17.0123258948783	17.1029824948976	17.1631096328292	16.4977840495385	14.065000343979	18.0652120127726	15.7809911051283	14.7459645171165	16.5382547977949	16.0196323762921	14.2172518500187	18.5348791943274	15.4554336563956	13.9205254882036	16.0382756306094
ostta01g01790	16.7260392925746	17.3714039085218	16.902656970296	16.7950397256525	16.8433882482525	17.1690850409863	16.5206551071306	16.8400427401676	16.9220528931468	15.0325828626838	15.0325828626838	15.0325828626838	16.4393320453326	17.1773367030821	15.1293466148875	16.8697567441407	17.071000409009	15.8690889670504
ostta01g01820	16.3965690116252	14.2793378161141	16.7535664724038	15.9914035292427	14.1937294167117	15.0925664729772	16.1724709351884	16.3280466167546	16.4836222983208	16.5760183912158	16.2062850165758	16.5151525189011	16.2693338655129	15.4809656368986	16.4213559725947	15.3548955411519	14.8859586427271	15.8238324395767
ostta01g01830	21.7544319114042	21.7805152172487	21.0751818613116	21.6267886531646	21.8163858444789	21.8081858465567	21.6515961804416	21.6636762496607	20.9457332982855	21.5453738877797	21.552265971408	21.0879054773726	21.7523325512257	21.8743769050075	21.088520373755	21.8422662302744	21.6709707262234	21.7139542895398
ostta01g01880	18.1854661683007	18.5442662093751	17.9815394706348	18.3733527848335	18.2467348765883	18.5594363938381	18.4612220283442	18.3461322291026	18.4440323415913	18.3788503586184	17.5331090209794	17.9373634208421	18.1710168411963	17.6854922955743	18.0842309302457	18.1778905350211	18.0242921360845	18.292455001533
ostta01g01980	19.2512986661647	18.3661574691441	20.2716648382497	18.7596455975675	18.780058338227	18.479074864165	18.6770591029972	18.3642784257451	19.9877890335423	19.509140528198	19.2293576535733	20.2277703819903	19.2623757661668	18.4282826166672	20.2139066880932	18.341241799598	18.5774634808462	18.9121921247029
ostta01g02000	18.3684479721866	17.6303401972922	17.5656519695661	18.5180969434965	18.2601166086055	18.5499853414857	18.0583661077021	18.0858589414062	17.7366790010528	16.7776192351018	18.8593577290507	16.3095836492436	18.2070492602233	16.380104964846	16.1318099885654	18.6205769948446	18.1019223056088	18.2935266837383
ostta01g02050	17.8815964104883	19.2219628425395	18.5517796265139	17.3671382735038	17.9360606949916	17.7913538015822	18.3166308977582	18.4972818816199	18.406956389689	18.1592066021974	18.6509667059808	18.4050866540891	17.9642694148166	19.3954818733641	16.8461546821256	18.3824616399836	17.7682967318873	18.1385660229745
ostta01g02080	18.0091754955506	18.1062033168184	18.0674448234877	19.128916158596	17.7885535915572	18.1819011206121	17.8773853632018	17.7171043400609	18.5778480830695	17.504199819359	17.3934770525332	18.408934627877	18.7899029365082	17.8272851481776	18.3233519294472	17.5309403907408	17.6633351689091	17.6993985143553
ostta01g02100	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	14.7217289222172	14.7217289222172	14.7217289222172	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323	8.80531675886323
ostta01g02170	15.0767971414734	14.5023770038011	16.515835771845	14.5501274521726	15.5397455204813	14.7932854953781	16.3727306786158	16.3727306786158	16.3727306786158	13.956496275303	15.2652716027123	16.6634964078497	16.7680653303281	16.7680653303281	16.7680653303281	14.9229423386065	14.8264127581072	14.729883177608
ostta01g02180	15.2715953782803	15.2715953782803	15.2715953782803	16.548690163437	16.548690163437	16.548690163437	17.8257849485938	17.8257849485938	17.8257849485938	15.922316186252	15.922316186252	15.922316186252	16.440657401809	16.440657401809	16.440657401809	15.8561263900447	15.8561263900447	15.8561263900447
ostta01g02200	18.5625540819221	18.7027459367601	17.2123266769965	18.7110746233012	18.2903336890948	18.7268263578734	18.4460511412196	18.5173554953345	18.1323845424639	18.6604788165116	18.3850544328724	18.208099547895	18.4874037677491	18.6307908533981	18.2862454468154	18.6545372412161	18.4582702386862	17.9097803492636
ostta01g02210	23.2493260417375	23.43894692999	23.3296062911779	23.3158252148654	23.5710484601151	23.4038650926943	23.3063328065732	23.3212639744603	23.2056225835812	23.1723812809961	23.3518137830636	23.320796542543	23.3761975708945	23.5840820258418	23.4559441609755	23.5197188036215	23.2528637551012	23.2050486311765
ostta01g02220	21.1468628265404	21.5286362155476	20.98291302389	21.1451014586523	21.3652750012257	21.5363292255031	20.8514316595794	21.3356651740433	21.0253022232623	20.349868880494	20.7440074686656	20.5365594552812	20.3832859855169	20.7725095454892	20.3246414299456	20.1495265612912	20.9031551808944	20.9174592426585
ostta01g02270	16.7938705601023	16.7494544123474	16.7050382645925	15.2162210742162	17.2442736705248	14.7160477161974	12.720488171786	12.9148832668864	16.4713036972468	16.7604799612909	16.9373578445919	15.4403741697187	15.1708817814491	15.6255626604917	15.5290706749835	15.5167703783236	16.5156150149708	16.6090663479241
ostta01g02310	18.9653088063187	19.2490079782029	17.8871552502687	19.1440755472012	18.9798735028531	19.1616726082963	19.1902854991442	18.9059795710914	18.4179500253438	18.2098695220371	17.9276611997488	16.072444978161	18.8082895139672	18.7279495267194	16.6785936268543	18.2421106051695	18.1479940822108	17.9232114086398
ostta01g02350	8.80531675886323	8.80531675886323	8.80531675886323	12.7097954335886	12.7097954335886	12.7097954335886	13.4623258520414	14.3221643908999	12.6024873131829	13.3448496635163	13.3448496635163	13.3448496635163	13.2273734749913	13.2273734749913	13.2273734749913	8.80531675886323	8.80531675886323	8.80531675886323
ostta01g02360	13.0377778054991	12.7425387283208	11.7037427265717	13.3086122241724	12.6161089035294	12.9623605638509	12.9359067673723	12.6109303227866	12.7734185450795	14.5177950477707	15.4381785015755	11.0759219443828	13.8110828928287	14.4556479865878	12.0089705314288	15.2886150326606	14.7665144898778	14.026670508749
ostta01g02370	16.5881915862237	16.688156663114	16.7881217400042	16.1854384610357	16.1854384610357	16.1854384610357	16.5955085619354	16.5955085619354	16.5955085619354	16.305432702356	16.5301231010102	16.7548134996644	15.9036609951841	16.6780805404897	16.6901363210256	15.3216555966249	15.9569355665657	16.5922155365064
ostta01g02380	16.7192529448865	17.070248577314	16.7883943271182	17.1017798205101	15.8659389873847	17.1217513732492	15.9209953810866	15.9346194567357	15.1658178146538	15.865070113691	15.7548760314397	15.5173970323465	16.7395036861658	15.9587669519736	16.3044968321753	15.5205907429529	16.2400811971487	16.9595716513444
ostta01g02390	21.4699149642992	20.3557823495759	21.2467981657383	21.368453232839	21.4334635403605	20.9167692273886	21.5368834112082	21.1157887799791	21.80562754733	21.1200983046588	21.2133283184753	21.7714191911238	21.3266353696906	20.6285305189672	21.7457577292945	21.3848348960732	21.1922028878713	21.2449234548422
