zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta01g02220	19.760632415614	20.1377020695162	20.8473562149974	19.2611823064978	20.302186995113	21.148040548016	19.0815278382104	19.6051928186157	21.4525576946724	18.8254473333351	19.8116925198915	20.9704012608915	19.2779590456336	19.915879511915	20.7295570798034	18.6947509053208	20.1851881379001	20.8473562149974
ostta01g02240	16.6283005076894	16.6283005076894	16.6283005076894	16.0662113415015	15.616874438656	16.581129346329	16.0967182607754	17.8762117281291	16.4240859929744	15.9559012960429	16.5096323309371	16.6159790159094	15.6741433015697	16.0630127121222	16.7161420253445	15.8483097998004	15.6699337991752	16.6283005076894
ostta01g02350	13.7913375478106	15.3640961766805	14.5777168622455	14.0853029632747	14.7738151734053	14.42955906834	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	12.7826988368931	12.7826988368931	12.7826988368931	14.0136991724893	14.0136991724893	14.0136991724893
ostta01g02380	17.2193891591827	16.5230176647796	16.8712034119811	17.3379910178671	17.2290711120894	17.2835310649782	16.911537817192	16.911537817192	16.911537817192	17.6330552593476	15.4460338794637	16.5395445694057	16.6181249391154	16.6181249391154	16.6181249391154	17.1520954241223	17.1520954241223	17.1520954241223
ostta01g02390	22.5669709350186	22.0643552609468	22.2224034603915	22.2774107592175	21.9294615705414	22.47485307699	22.4912125163259	22.2631611632534	22.4669463976243	21.4660808980702	21.5783339937923	22.375776659183	22.8029464158189	22.1067382910617	22.0974150180037	22.3253675708659	22.282174439453	22.2224034603915
ostta01g02400	20.1036991733472	18.6462824036238	19.9359602859469	19.6241865994514	18.243665183424	20.4981219034172	19.7613454712095	20.3245940816742	20.3622218748873	18.4744331454927	19.0270218538696	20.183740470908	20.2153877901904	20.6987470523346	20.1784364033398	20.3372574811807	19.2861864071908	19.9359602859469
ostta01g02430	15.6824365361911	16.5199768744645	16.1012067053278	16.3156715961751	16.2019802676798	16.2588259319275	15.5692525045568	15.4037116478601	14.8776089850299	17.2704911370147	17.615947303681	17.4432192203478	15.7677503792946	15.7677503792946	15.7677503792946	16.3323035886783	16.3323035886783	16.3323035886783
ostta01g02440	21.8828434486356	21.8174906828894	21.3944112861752	21.8661051069443	21.8585286899974	21.2201289222593	21.9139323253031	21.6630132832815	21.176295546014	22.1186104687762	21.744773153196	21.0248748761723	22.0343517647461	21.4065166745787	21.2267562598096	21.5412331850036	21.7509863698591	21.3944112861752
ostta01g02450	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	8.71722916042969	13.3701715894219	13.3701715894219	13.3701715894219	13.9326020941866	13.9326020941866	13.9326020941866	8.71722916042969	8.71722916042969	8.71722916042969
ostta01g02460	17.3539723275796	17.3539723275796	17.3539723275796	16.6299988894023	17.0799939033961	17.5419253972299	17.7428005102963	17.7428005102963	17.7428005102963	17.4892029996444	16.7830025056216	17.3665066511705	17.1912325824588	16.9498849827676	17.4325801821501	17.0671116792093	17.2105420033945	17.3539723275796
