ZT0_1	27.7	LD			
ZT4_1	30.89	LD
ZT8_1	41.87	LD
ZT12_1	36.37	LD
ZT16_1	31.41	LD
ZT20_1	28.24	LD
ZT0_2	29.96	LD
ZT4_2	36.22	LD
ZT8_2	40.46	LD
ZT12_2	34.66	LD
ZT16_2	34.37	LD
ZT20_2	29.24	LD
ZT0_1	31.67	SD			
ZT4_1	33.65	SD
ZT8_1	30.6	SD
ZT12_1	27.52	SD
ZT16_1	25.52	SD
ZT20_1	25.47	SD
ZT0_2	30.34	SD
ZT4_2	33.11	SD
ZT8_2	29.12	SD
ZT12_2	27.8	SD
ZT16_2	27.52	SD
ZT20_2	26.14	SD
